"CubeId";"amarbma"
"PublishingDate";"2023-03-21 09:00"

"Date";"D0";"Value"
"1970-03";"K";
"1970-03";"T0";"130"
"1970-03";"S0";"125.82220718"
"1970-03";"T1";"0.00486009"
"1970-03";"S1";"0.00470391"
"1970-03";"T2";"5132"
"1970-03";"S2";"9052.10424682"
"1970-03";"RS";
"1970-03";"E";"2674845"
"1970-04";"K";
"1970-04";"T0";"83"
"1970-04";"S0";"107.87366752"
"1970-04";"T1";"0.00310298"
"1970-04";"S1";"0.00403289"
"1970-04";"T2";"5226"
"1970-04";"S2";"9192.01121001"
"1970-04";"RS";
"1970-04";"E";"2674845"
"1970-05";"K";
"1970-05";"T0";"59"
"1970-05";"S0";"90.62886508"
"1970-05";"T1";"0.00220574"
"1970-05";"S1";"0.00338819"
"1970-05";"T2";"5259"
"1970-05";"S2";"9211.73153625"
"1970-05";"RS";
"1970-05";"E";"2674845"
"1970-06";"K";
"1970-06";"T0";"36"
"1970-06";"S0";"78.72611933"
"1970-06";"T1";"0.00134587"
"1970-06";"S1";"0.0029432"
"1970-06";"T2";"5269"
"1970-06";"S2";"9138.69218969"
"1970-06";"RS";
"1970-06";"E";"2674845"
"1970-07";"K";
"1970-07";"T0";"26"
"1970-07";"S0";"73.29315245"
"1970-07";"T1";"0.00097202"
"1970-07";"S1";"0.00274009"
"1970-07";"T2";"5036"
"1970-07";"S2";"9067.47886526"
"1970-07";"RS";
"1970-07";"E";"2674845"
"1970-08";"K";
"1970-08";"T0";"34"
"1970-08";"S0";"71.15479066"
"1970-08";"T1";"0.0012711"
"1970-08";"S1";"0.00266015"
"1970-08";"T2";"4808"
"1970-08";"S2";"9050.164698"
"1970-08";"RS";
"1970-08";"E";"2674845"
"1970-09";"K";
"1970-09";"T0";"45"
"1970-09";"S0";"71.0744256"
"1970-09";"T1";"0.00168234"
"1970-09";"S1";"0.00265714"
"1970-09";"T2";"5024"
"1970-09";"S2";"9065.19760703"
"1970-09";"RS";
"1970-09";"E";"2674845"
"1970-10";"K";
"1970-10";"T0";"59"
"1970-10";"S0";"73.34556743"
"1970-10";"T1";"0.00220574"
"1970-10";"S1";"0.00274205"
"1970-10";"T2";"4885"
"1970-10";"S2";"9059.75659262"
"1970-10";"RS";
"1970-10";"E";"2674845"
"1970-11";"K";
"1970-11";"T0";"74"
"1970-11";"S0";"78.13063818"
"1970-11";"T1";"0.00276652"
"1970-11";"S1";"0.00292094"
"1970-11";"T2";"3842"
"1970-11";"S2";"9005.67096119"
"1970-11";"RS";
"1970-11";"E";"2674845"
"1970-12";"K";
"1970-12";"T0";"143"
"1970-12";"S0";"84.6260724"
"1970-12";"T1";"0.0053461"
"1970-12";"S1";"0.00316377"
"1970-12";"T2";"4216"
"1970-12";"S2";"8870.54978141"
"1970-12";"RS";
"1970-12";"E";"2674845"
"1971-01";"K";
"1971-01";"T0";"199"
"1971-01";"S0";"88.51837566"
"1971-01";"T1";"0.00664268"
"1971-01";"S1";"0.00295477"
"1971-01";"T2";"4102"
"1971-01";"S2";"8668.9269785"
"1971-01";"RS";
"1971-01";"E";"2995777"
"1971-02";"K";
"1971-02";"T0";"139"
"1971-02";"S0";"86.74070472"
"1971-02";"T1";"0.00463986"
"1971-02";"S1";"0.00289543"
"1971-02";"T2";"4322"
"1971-02";"S2";"8443.87254714"
"1971-02";"RS";
"1971-02";"E";"2995777"
"1971-03";"K";
"1971-03";"T0";"84"
"1971-03";"S0";"80.51641275"
"1971-03";"T1";"0.00280395"
"1971-03";"S1";"0.00268766"
"1971-03";"T2";"4115"
"1971-03";"S2";"8217.31719904"
"1971-03";"RS";
"1971-03";"E";"2995777"
"1971-04";"K";
"1971-04";"T0";"59"
"1971-04";"S0";"75.44306017"
"1971-04";"T1";"0.00196944"
"1971-04";"S1";"0.00251831"
"1971-04";"T2";"4096"
"1971-04";"S2";"7998.54397397"
"1971-04";"RS";
"1971-04";"E";"2995777"
"1971-05";"K";
"1971-05";"T0";"46"
"1971-05";"S0";"76.25027133"
"1971-05";"T1";"0.00153549"
"1971-05";"S1";"0.00254526"
"1971-05";"T2";"4061"
"1971-05";"S2";"7830.61823448"
"1971-05";"RS";
"1971-05";"E";"2995777"
"1971-06";"K";
"1971-06";"T0";"44"
"1971-06";"S0";"82.99903419"
"1971-06";"T1";"0.00146873"
"1971-06";"S1";"0.00277053"
"1971-06";"T2";"3925"
"1971-06";"S2";"7732.33633125"
"1971-06";"RS";
"1971-06";"E";"2995777"
"1971-07";"K";
"1971-07";"T0";"53"
"1971-07";"S0";"92.43839232"
"1971-07";"T1";"0.00176916"
"1971-07";"S1";"0.00308562"
"1971-07";"T2";"3690"
"1971-07";"S2";"7716.76721778"
"1971-07";"RS";
"1971-07";"E";"2995777"
"1971-08";"K";
"1971-08";"T0";"51"
"1971-08";"S0";"102.57672285"
"1971-08";"T1";"0.0017024"
"1971-08";"S1";"0.00342404"
"1971-08";"T2";"3843"
"1971-08";"S2";"7769.01276919"
"1971-08";"RS";
"1971-08";"E";"2995777"
"1971-09";"K";
"1971-09";"T0";"67"
"1971-09";"S0";"113.03689187"
"1971-09";"T1";"0.00223648"
"1971-09";"S1";"0.00377321"
"1971-09";"T2";"3875"
"1971-09";"S2";"7900.58203791"
"1971-09";"RS";
"1971-09";"E";"2995777"
"1971-10";"K";
"1971-10";"T0";"101"
"1971-10";"S0";"122.91435557"
"1971-10";"T1";"0.00337141"
"1971-10";"S1";"0.00410292"
"1971-10";"T2";"3787"
"1971-10";"S2";"8099.93457818"
"1971-10";"RS";
"1971-10";"E";"2995777"
"1971-11";"K";
"1971-11";"T0";"135"
"1971-11";"S0";"129.28566641"
"1971-11";"T1";"0.00450634"
"1971-11";"S1";"0.0043156"
"1971-11";"T2";"3825"
"1971-11";"S2";"8271.69126255"
"1971-11";"RS";
"1971-11";"E";"2995777"
"1971-12";"K";
"1971-12";"T0";"221"
"1971-12";"S0";"130.05804551"
"1971-12";"T1";"0.00737705"
"1971-12";"S1";"0.00434138"
"1971-12";"T2";"3924"
"1971-12";"S2";"8354.76137241"
"1971-12";"RS";
"1971-12";"E";"2995777"
"1972-01";"K";
"1972-01";"T0";"251"
"1972-01";"S0";"126.84511287"
"1972-01";"T1";"0.00837846"
"1972-01";"S1";"0.00423413"
"1972-01";"T2";"4095"
"1972-01";"S2";"8372.1590136"
"1972-01";"RS";
"1972-01";"E";"2995777"
"1972-02";"K";
"1972-02";"T0";"175"
"1972-02";"S0";"122.79690305"
"1972-02";"T1";"0.00584156"
"1972-02";"S1";"0.004099"
"1972-02";"T2";"3907"
"1972-02";"S2";"8395.91168455"
"1972-02";"RS";
"1972-02";"E";"2995777"
"1972-03";"K";
"1972-03";"T0";"131"
"1972-03";"S0";"120.20876315"
"1972-03";"T1";"0.00437282"
"1972-03";"S1";"0.00401261"
"1972-03";"T2";"3849"
"1972-03";"S2";"8516.75768082"
"1972-03";"RS";
"1972-03";"E";"2995777"
"1972-04";"K";
"1972-04";"T0";"109"
"1972-04";"S0";"118.4551515"
"1972-04";"T1";"0.00363846"
"1972-04";"S1";"0.00395407"
"1972-04";"T2";"3682"
"1972-04";"S2";"8776.59584032"
"1972-04";"RS";
"1972-04";"E";"2995777"
"1972-05";"K";
"1972-05";"T0";"76"
"1972-05";"S0";"116.43553099"
"1972-05";"T1";"0.0025369"
"1972-05";"S1";"0.00388666"
"1972-05";"T2";"6573"
"1972-05";"S2";"9047.04147883"
"1972-05";"RS";
"1972-05";"E";"2995777"
"1972-06";"K";
"1972-06";"T0";"65"
"1972-06";"S0";"113.87356784"
"1972-06";"T1";"0.00216972"
"1972-06";"S1";"0.00380114"
"1972-06";"T2";"6109"
"1972-06";"S2";"9163.66175068"
"1972-06";"RS";
"1972-06";"E";"2995777"
"1972-07";"K";
"1972-07";"T0";"63"
"1972-07";"S0";"112.31131462"
"1972-07";"T1";"0.00210296"
"1972-07";"S1";"0.00374899"
"1972-07";"T2";"5236"
"1972-07";"S2";"9047.6894029"
"1972-07";"RS";
"1972-07";"E";"2995777"
"1972-08";"K";
"1972-08";"T0";"79"
"1972-08";"S0";"110.74443658"
"1972-08";"T1";"0.00263705"
"1972-08";"S1";"0.00369668"
"1972-08";"T2";"4579"
"1972-08";"S2";"8800.07484707"
"1972-08";"RS";
"1972-08";"E";"2995777"
"1972-09";"K";
"1972-09";"T0";"65"
"1972-09";"S0";"105.83364585"
"1972-09";"T1";"0.00216972"
"1972-09";"S1";"0.00353276"
"1972-09";"T2";"4125"
"1972-09";"S2";"8548.82044041"
"1972-09";"RS";
"1972-09";"E";"2995777"
"1972-10";"K";
"1972-10";"T0";"86"
"1972-10";"S0";"97.19749986"
"1972-10";"T1";"0.00287071"
"1972-10";"S1";"0.00324448"
"1972-10";"T2";"3959"
"1972-10";"S2";"8392.70636915"
"1972-10";"RS";
"1972-10";"E";"2995777"
"1972-11";"K";
"1972-11";"T0";"82"
"1972-11";"S0";"87.74584043"
"1972-11";"T1";"0.00273719"
"1972-11";"S1";"0.00292898"
"1972-11";"T2";"3911"
"1972-11";"S2";"8344.57694686"
"1972-11";"RS";
"1972-11";"E";"2995777"
"1972-12";"K";
"1972-12";"T0";"90"
"1972-12";"S0";"80.9403409"
"1972-12";"T1";"0.00300423"
"1972-12";"S1";"0.00270181"
"1972-12";"T2";"3673"
"1972-12";"S2";"8331.71439709"
"1972-12";"RS";
"1972-12";"E";"2995777"
"1973-01";"K";
"1973-01";"T0";"159"
"1973-01";"S0";"79.72894466"
"1973-01";"T1";"0.00530747"
"1973-01";"S1";"0.00266138"
"1973-01";"T2";"3862"
"1973-01";"S2";"8269.54088619"
"1973-01";"RS";
"1973-01";"E";"2995777"
"1973-02";"K";
"1973-02";"T0";"114"
"1973-02";"S0";"82.34664493"
"1973-02";"T1";"0.00380536"
"1973-02";"S1";"0.00274876"
"1973-02";"T2";"4100"
"1973-02";"S2";"8169.80683308"
"1973-02";"RS";
"1973-02";"E";"2995777"
"1973-03";"K";
"1973-03";"T0";"96"
"1973-03";"S0";"85.50527449"
"1973-03";"T1";"0.00320451"
"1973-03";"S1";"0.00285419"
"1973-03";"T2";"4081"
"1973-03";"S2";"8035.37513743"
"1973-03";"RS";
"1973-03";"E";"2995777"
"1973-04";"K";
"1973-04";"T0";"88"
"1973-04";"S0";"86.44106142"
"1973-04";"T1";"0.00293747"
"1973-04";"S1";"0.00288543"
"1973-04";"T2";"4029"
"1973-04";"S2";"7897.31734549"
"1973-04";"RS";
"1973-04";"E";"2995777"
"1973-05";"K";
"1973-05";"T0";"52"
"1973-05";"S0";"86.00932862"
"1973-05";"T1";"0.00173578"
"1973-05";"S1";"0.00287102"
"1973-05";"T2";"4019"
"1973-05";"S2";"7776.69179094"
"1973-05";"RS";
"1973-05";"E";"2995777"
"1973-06";"K";
"1973-06";"T0";"55"
"1973-06";"S0";"84.62745854"
"1973-06";"T1";"0.00183592"
"1973-06";"S1";"0.00282489"
"1973-06";"T2";"3775"
"1973-06";"S2";"7701.58868597"
"1973-06";"RS";
"1973-06";"E";"2995777"
"1973-07";"K";
"1973-07";"T0";"51"
"1973-07";"S0";"81.71891189"
"1973-07";"T1";"0.0017024"
"1973-07";"S1";"0.0027278"
"1973-07";"T2";"3786"
"1973-07";"S2";"7682.23425419"
"1973-07";"RS";
"1973-07";"E";"2995777"
"1973-08";"K";
"1973-08";"T0";"56"
"1973-08";"S0";"78.26859117"
"1973-08";"T1";"0.0018693"
"1973-08";"S1";"0.00261263"
"1973-08";"T2";"3839"
"1973-08";"S2";"7725.75090212"
"1973-08";"RS";
"1973-08";"E";"2995777"
"1973-09";"K";
"1973-09";"T0";"46"
"1973-09";"S0";"76.11075086"
"1973-09";"T1";"0.00153549"
"1973-09";"S1";"0.0025406"
"1973-09";"T2";"3718"
"1973-09";"S2";"7828.43585953"
"1973-09";"RS";
"1973-09";"E";"2995777"
"1973-10";"K";
"1973-10";"T0";"50"
"1973-10";"S0";"75.88878473"
"1973-10";"T1";"0.00166902"
"1973-10";"S1";"0.00253319"
"1973-10";"T2";"3585"
"1973-10";"S2";"7931.68622541"
"1973-10";"RS";
"1973-10";"E";"2995777"
"1973-11";"K";
"1973-11";"T0";"80"
"1973-11";"S0";"78.20364609"
"1973-11";"T1";"0.00267043"
"1973-11";"S1";"0.00261046"
"1973-11";"T2";"3577"
"1973-11";"S2";"7986.94484828"
"1973-11";"RS";
"1973-11";"E";"2995777"
"1973-12";"K";
"1973-12";"T0";"125"
"1973-12";"S0";"80.7377665"
"1973-12";"T1";"0.00417254"
"1973-12";"S1";"0.00269505"
"1973-12";"T2";"3280"
"1973-12";"S2";"7974.7735291"
"1973-12";"RS";
"1973-12";"E";"2995777"
"1974-01";"K";
"1974-01";"T0";"134"
"1974-01";"S0";"79.99997824"
"1974-01";"T1";"0.00447296"
"1974-01";"S1";"0.00267043"
"1974-01";"T2";"3461"
"1974-01";"S2";"7887.19350792"
"1974-01";"RS";
"1974-01";"E";"2995777"
"1974-02";"K";
"1974-02";"T0";"111"
"1974-02";"S0";"75.76029103"
"1974-02";"T1";"0.00370522"
"1974-02";"S1";"0.0025289"
"1974-02";"T2";"3791"
"1974-02";"S2";"7714.15205111"
"1974-02";"RS";
"1974-02";"E";"2995777"
"1974-03";"K";
"1974-03";"T0";"81"
"1974-03";"S0";"71.09965771"
"1974-03";"T1";"0.00270381"
"1974-03";"S1";"0.00237333"
"1974-03";"T2";"3634"
"1974-03";"S2";"7467.6444758"
"1974-03";"RS";
"1974-03";"E";"2995777"
"1974-04";"K";
"1974-04";"T0";"64"
"1974-04";"S0";"68.35880315"
"1974-04";"T1";"0.00213634"
"1974-04";"S1";"0.00228184"
"1974-04";"T2";"3430"
"1974-04";"S2";"7168.5206353"
"1974-04";"RS";
"1974-04";"E";"2995777"
"1974-05";"K";
"1974-05";"T0";"64"
"1974-05";"S0";"67.01555565"
"1974-05";"T1";"0.00213634"
"1974-05";"S1";"0.002237"
"1974-05";"T2";"2990"
"1974-05";"S2";"6874.39332125"
"1974-05";"RS";
"1974-05";"E";"2995777"
"1974-06";"K";
"1974-06";"T0";"62"
"1974-06";"S0";"68.59671094"
"1974-06";"T1";"0.00206958"
"1974-06";"S1";"0.00228978"
"1974-06";"T2";"2857"
"1974-06";"S2";"6651.40519841"
"1974-06";"RS";
"1974-06";"E";"2995777"
"1974-07";"K";
"1974-07";"T0";"69"
"1974-07";"S0";"80.2009847"
"1974-07";"T1";"0.00230324"
"1974-07";"S1";"0.00267713"
"1974-07";"T2";"2673"
"1974-07";"S2";"6533.56355042"
"1974-07";"RS";
"1974-07";"E";"2995777"
"1974-08";"K";
"1974-08";"T0";"74"
"1974-08";"S0";"114.03896335"
"1974-08";"T1";"0.00247014"
"1974-08";"S1";"0.00380666"
"1974-08";"T2";"2741"
"1974-08";"S2";"6457.01859992"
"1974-08";"RS";
"1974-08";"E";"2995777"
"1974-09";"K";
"1974-09";"T0";"92"
"1974-09";"S0";"179.27223687"
"1974-09";"T1";"0.00307099"
"1974-09";"S1";"0.00598416"
"1974-09";"T2";"2396"
"1974-09";"S2";"6334.76075154"
"1974-09";"RS";
"1974-09";"E";"2995777"
"1974-10";"K";
"1974-10";"T0";"249"
"1974-10";"S0";"293.21108233"
"1974-10";"T1";"0.0083117"
"1974-10";"S1";"0.00978748"
"1974-10";"T2";"2186"
"1974-10";"S2";"6167.60478554"
"1974-10";"RS";
"1974-10";"E";"2995777"
"1974-11";"K";
"1974-11";"T0";"618"
"1974-11";"S0";"469.00432348"
"1974-11";"T1";"0.02062904"
"1974-11";"S1";"0.01565552"
"1974-11";"T2";"1654"
"1974-11";"S2";"6039.21211733"
"1974-11";"RS";
"1974-11";"E";"2995777"
"1974-12";"K";
"1974-12";"T0";"1030"
"1974-12";"S0";"762.26546513"
"1974-12";"T1";"0.03438173"
"1974-12";"S1";"0.02544467"
"1974-12";"T2";"1473"
"1974-12";"S2";"6014.00860662"
"1974-12";"RS";
"1974-12";"E";"2995777"
"1975-01";"K";
"1975-01";"T0";"2129"
"1975-01";"S0";"1293.89094497"
"1975-01";"T1";"0.0710667"
"1975-01";"S1";"0.0431905"
"1975-01";"T2";"2081"
"1975-01";"S2";"6090.45824507"
"1975-01";"RS";
"1975-01";"E";"2995777"
"1975-02";"K";
"1975-02";"T0";"2761"
"1975-02";"S0";"2175.153845"
"1975-02";"T1";"0.09216307"
"1975-02";"S1";"0.07260734"
"1975-02";"T2";"2410"
"1975-02";"S2";"6207.18773416"
"1975-02";"RS";
"1975-02";"E";"2995777"
"1975-03";"K";
"1975-03";"T0";"4008"
"1975-03";"S0";"3441.02616883"
"1975-03";"T1";"0.13378833"
"1975-03";"S1";"0.11486256"
"1975-03";"T2";"2602"
"1975-03";"S2";"6330.96221186"
"1975-03";"RS";
"1975-03";"E";"2995777"
"1975-04";"K";
"1975-04";"T0";"5661"
"1975-04";"S0";"5116.54385138"
"1975-04";"T1";"0.188966"
"1975-04";"S1";"0.17079188"
"1975-04";"T2";"2629"
"1975-04";"S2";"6446.93672893"
"1975-04";"RS";
"1975-04";"E";"2995777"
"1975-05";"K";
"1975-05";"T0";"6527"
"1975-05";"S0";"7149.27138879"
"1975-05";"T1";"0.21787336"
"1975-05";"S1";"0.23864498"
"1975-05";"T2";"2805"
"1975-05";"S2";"6592.48881585"
"1975-05";"RS";
"1975-05";"E";"2995777"
"1975-06";"K";
"1975-06";"T0";"7531"
"1975-06";"S0";"9553.6492277"
"1975-06";"T1";"0.2513872"
"1975-06";"S1";"0.31890388"
"1975-06";"T2";"3071"
"1975-06";"S2";"6785.4712798"
"1975-06";"RS";
"1975-06";"E";"2995777"
"1975-07";"K";
"1975-07";"T0";"8527"
"1975-07";"S0";"12309.28886082"
"1975-07";"T1";"0.284634"
"1975-07";"S1";"0.41088802"
"1975-07";"T2";"3053"
"1975-07";"S2";"6981.72313843"
"1975-07";"RS";
"1975-07";"E";"2995777"
"1975-08";"K";
"1975-08";"T0";"10114"
"1975-08";"S0";"15174.87239489"
"1975-08";"T1";"0.33760857"
"1975-08";"S1";"0.50654212"
"1975-08";"T2";"3476"
"1975-08";"S2";"7153.23850332"
"1975-08";"RS";
"1975-08";"E";"2995777"
"1975-09";"K";
"1975-09";"T0";"12449"
"1975-09";"S0";"17696.05223937"
"1975-09";"T1";"0.41555162"
"1975-09";"S1";"0.59069992"
"1975-09";"T2";"3355"
"1975-09";"S2";"7292.67103497"
"1975-09";"RS";
"1975-09";"E";"2995777"
"1975-10";"K";"113344"
"1975-10";"T0";"15756"
"1975-10";"S0";"19481.42008233"
"1975-10";"T1";"0.52594035"
"1975-10";"S1";"0.65029607"
"1975-10";"T2";"2855"
"1975-10";"S2";"7421.91980573"
"1975-10";"RS";
"1975-10";"E";"2995777"
"1975-11";"K";"117577"
"1975-11";"T0";"20316"
"1975-11";"S0";"20623.93253428"
"1975-11";"T1";"0.67815462"
"1975-11";"S1";"0.6884335"
"1975-11";"T2";"2765"
"1975-11";"S2";"7577.87388171"
"1975-11";"RS";
"1975-11";"E";"2995777"
"1975-12";"K";"136661"
"1975-12";"T0";"26258"
"1975-12";"S0";"21502.3982458"
"1975-12";"T1";"0.87650049"
"1975-12";"S1";"0.71775697"
"1975-12";"T2";"2654"
"1975-12";"S2";"7777.12501931"
"1975-12";"RS";
"1975-12";"E";"2995777"
"1976-01";"K";"120573"
"1976-01";"T0";"31579"
"1976-01";"S0";"22429.13607215"
"1976-01";"T1";"1.05411718"
"1976-01";"S1";"0.74869178"
"1976-01";"T2";"3612"
"1976-01";"S2";"8032.2535004"
"1976-01";"RS";
"1976-01";"E";"2995777"
"1976-02";"K";"102854"
"1976-02";"T0";"32216"
"1976-02";"S0";"23395.46063885"
"1976-02";"T1";"1.07538044"
"1976-02";"S1";"0.780948"
"1976-02";"T2";"4412"
"1976-02";"S2";"8332.68551887"
"1976-02";"RS";
"1976-02";"E";"2995777"
"1976-03";"K";"93503"
"1976-03";"T0";"27974"
"1976-03";"S0";"24120.61905285"
"1976-03";"T1";"0.93378112"
"1976-03";"S1";"0.80515402"
"1976-03";"T2";"4708"
"1976-03";"S2";"8623.91375159"
"1976-03";"RS";
"1976-03";"E";"2995777"
"1976-04";"K";"79737"
"1976-04";"T0";"25936"
"1976-04";"S0";"24312.74771596"
"1976-04";"T1";"0.86575202"
"1976-04";"S1";"0.81156734"
"1976-04";"T2";"4973"
"1976-04";"S2";"8871.13332672"
"1976-04";"RS";
"1976-04";"E";"2995777"
"1976-05";"K";"66158"
"1976-05";"T0";"22860"
"1976-05";"S0";"23885.82933074"
"1976-05";"T1";"0.76307415"
"1976-05";"S1";"0.79731667"
"1976-05";"T2";"5178"
"1976-05";"S2";"9053.90041277"
"1976-05";"RS";
"1976-05";"E";"2995777"
"1976-06";"K";"51624"
"1976-06";"T0";"19682"
"1976-06";"S0";"22947.52533597"
"1976-06";"T1";"0.65699149"
"1976-06";"S1";"0.76599578"
"1976-06";"T2";"5113"
"1976-06";"S2";"9156.23562925"
"1976-06";"RS";
"1976-06";"E";"2995777"
"1976-07";"K";"28696"
"1976-07";"T0";"15422"
"1976-07";"S0";"21578.77471919"
"1976-07";"T1";"0.51479132"
"1976-07";"S1";"0.72030644"
"1976-07";"T2";"5269"
"1976-07";"S2";"9157.72559983"
"1976-07";"RS";
"1976-07";"E";"2995777"
"1976-08";"K";"26851"
"1976-08";"T0";"14091"
"1976-08";"S0";"19865.02989775"
"1976-08";"T1";"0.47036211"
"1976-08";"S1";"0.66310109"
"1976-08";"T2";"5107"
"1976-08";"S2";"9053.08978003"
"1976-08";"RS";
"1976-08";"E";"2995777"
"1976-09";"K";"23777"
"1976-09";"T0";"12991"
"1976-09";"S0";"18100.60382057"
"1976-09";"T1";"0.43364376"
"1976-09";"S1";"0.60420398"
"1976-09";"T2";"4768"
"1976-09";"S2";"8895.05538385"
"1976-09";"RS";
"1976-09";"E";"2995777"
"1976-10";"K";"20389"
"1976-10";"T0";"12986"
"1976-10";"S0";"16561.79171352"
"1976-10";"T1";"0.43347686"
"1976-10";"S1";"0.55283794"
"1976-10";"T2";"4429"
"1976-10";"S2";"8752.4337185"
"1976-10";"RS";
"1976-10";"E";"2995777"
"1976-11";"K";"19821"
"1976-11";"T0";"15292"
"1976-11";"S0";"15393.41216735"
"1976-11";"T1";"0.51045188"
"1976-11";"S1";"0.51383705"
"1976-11";"T2";"3976"
"1976-11";"S2";"8716.79347002"
"1976-11";"RS";
"1976-11";"E";"2995777"
"1976-12";"K";"26790"
"1976-12";"T0";"17401"
"1976-12";"S0";"14492.3487057"
"1976-12";"T1";"0.58085098"
"1976-12";"S1";"0.48375926"
"1976-12";"T2";"3960"
"1976-12";"S2";"8878.78039954"
"1976-12";"RS";
"1976-12";"E";"2995777"
"1977-01";"K";"25479"
"1977-01";"T0";"20977"
"1977-01";"S0";"13789.24256427"
"1977-01";"T1";"0.70021901"
"1977-01";"S1";"0.46028935"
"1977-01";"T2";"4560"
"1977-01";"S2";"9190.64776961"
"1977-01";"RS";
"1977-01";"E";"2995777"
"1977-02";"K";"21944"
"1977-02";"T0";"17538"
"1977-02";"S0";"13228.46655617"
"1977-02";"T1";"0.58542408"
"1977-02";"S1";"0.44157047"
"1977-02";"T2";"5527"
"1977-02";"S2";"9543.56308799"
"1977-02";"RS";
"1977-02";"E";"2995777"
"1977-03";"K";"16354"
"1977-03";"T0";"14068"
"1977-03";"S0";"12810.0826484"
"1977-03";"T1";"0.46959437"
"1977-03";"S1";"0.42760468"
"1977-03";"T2";"6118"
"1977-03";"S2";"9885.49233361"
"1977-03";"RS";
"1977-03";"E";"2995777"
"1977-04";"K";"13097"
"1977-04";"T0";"13780"
"1977-04";"S0";"12550.32157702"
"1977-04";"T1";"0.45998083"
"1977-04";"S1";"0.41893377"
"1977-04";"T2";"5979"
"1977-04";"S2";"10214.70857578"
"1977-04";"RS";
"1977-04";"E";"2995777"
"1977-05";"K";"11216"
"1977-05";"T0";"12282"
"1977-05";"S0";"12347.03015952"
"1977-05";"T1";"0.40997711"
"1977-05";"S1";"0.41214784"
"1977-05";"T2";"6375"
"1977-05";"S2";"10517.10342382"
"1977-05";"RS";
"1977-05";"E";"2995777"
"1977-06";"K";"7544"
"1977-06";"T0";"10182"
"1977-06";"S0";"12049.63557093"
"1977-06";"T1";"0.33987844"
"1977-06";"S1";"0.40222071"
"1977-06";"T2";"6924"
"1977-06";"S2";"10787.655553"
"1977-06";"RS";
"1977-06";"E";"2995777"
"1977-07";"K";"4145"
"1977-07";"T0";"8746"
"1977-07";"S0";"11600.53536911"
"1977-07";"T1";"0.29194429"
"1977-07";"S1";"0.3872296"
"1977-07";"T2";"6719"
"1977-07";"S2";"11057.36425795"
"1977-07";"RS";
"1977-07";"E";"2995777"
"1977-08";"K";"4439"
"1977-08";"T0";"8261"
"1977-08";"S0";"11106.65960449"
"1977-08";"T1";"0.27575484"
"1977-08";"S1";"0.37074387"
"1977-08";"T2";"6863"
"1977-08";"S2";"11335.1019175"
"1977-08";"RS";
"1977-08";"E";"2995777"
"1977-09";"K";"3657"
"1977-09";"T0";"7752"
"1977-09";"S0";"10698.49274805"
"1977-09";"T1";"0.25876425"
"1977-09";"S1";"0.35711913"
"1977-09";"T2";"7253"
"1977-09";"S2";"11612.58519753"
"1977-09";"RS";
"1977-09";"E";"2995777"
"1977-10";"K";"3191"
"1977-10";"T0";"8542"
"1977-10";"S0";"10393.15413865"
"1977-10";"T1";"0.28513471"
"1977-10";"S1";"0.34692683"
"1977-10";"T2";"7512"
"1977-10";"S2";"11858.34315529"
"1977-10";"RS";
"1977-10";"E";"2995777"
"1977-11";"K";"4605"
"1977-11";"T0";"10551"
"1977-11";"S0";"10192.62475306"
"1977-11";"T1";"0.35219577"
"1977-11";"S1";"0.34023309"
"1977-11";"T2";"7146"
"1977-11";"S2";"12053.13977281"
"1977-11";"RS";
"1977-11";"E";"2995777"
"1977-12";"K";"4474"
"1977-12";"T0";"11566"
"1977-12";"S0";"10104.97356382"
"1977-12";"T1";"0.3860768"
"1977-12";"S1";"0.33730727"
"1977-12";"T2";"6755"
"1977-12";"S2";"12180.28074898"
"1977-12";"RS";
"1977-12";"E";"2995777"
"1978-01";"K";"6623"
"1978-01";"T0";"15097"
"1978-01";"S0";"10072.6554595"
"1978-01";"T1";"0.50394272"
"1978-01";"S1";"0.33622848"
"1978-01";"T2";"7209"
"1978-01";"S2";"12302.28573305"
"1978-01";"RS";
"1978-01";"E";"2995777"
"1978-02";"K";"9705"
"1978-02";"T0";"14442"
"1978-02";"S0";"10042.62483047"
"1978-02";"T1";"0.48207861"
"1978-02";"S1";"0.33522605"
"1978-02";"T2";"8291"
"1978-02";"S2";"12426.8472126"
"1978-02";"RS";
"1978-02";"E";"2995777"
"1978-03";"K";"9133"
"1978-03";"T0";"11179"
"1978-03";"S0";"10005.96717643"
"1978-03";"T1";"0.37315862"
"1978-03";"S1";"0.3340024"
"1978-03";"T2";"8341"
"1978-03";"S2";"12512.8322782"
"1978-03";"RS";
"1978-03";"E";"2995777"
"1978-04";"K";"8081"
"1978-04";"T0";"10117"
"1978-04";"S0";"9938.84431861"
"1978-04";"T1";"0.33770871"
"1978-04";"S1";"0.33176182"
"1978-04";"T2";"8312"
"1978-04";"S2";"12549.38759713"
"1978-04";"RS";
"1978-04";"E";"2995777"
"1978-05";"K";"8876"
"1978-05";"T0";"9370"
"1978-05";"S0";"9865.80079225"
"1978-05";"T1";"0.31277361"
"1978-05";"S1";"0.3293236"
"1978-05";"T2";"8180"
"1978-05";"S2";"12608.86077851"
"1978-05";"RS";
"1978-05";"E";"2995777"
"1978-06";"K";"6700"
"1978-06";"T0";"8438"
"1978-06";"S0";"9875.43916087"
"1978-06";"T1";"0.28166315"
"1978-06";"S1";"0.32964534"
