"CubeId";"amarbma"
"PublishingDate";"2023-03-21 09:00"

"Date";"D0";"Value"
"1988-08";"RS";"22118"
"1988-08";"E";"3091694"
"1988-09";"K";"2797"
"1988-09";"T0";"19391"
"1988-09";"S0";"21399.73967527"
"1988-09";"T1";"0.62719661"
"1988-09";"S1";"0.69216875"
"1988-09";"T2";"14665"
"1988-09";"S2";"18198.27464545"
"1988-09";"RS";"21336"
"1988-09";"E";"3091694"
"1988-10";"K";"3044"
"1988-10";"T0";"19316"
"1988-10";"S0";"20785.82469419"
"1988-10";"T1";"0.62477076"
"1988-10";"S1";"0.67231184"
"1988-10";"T2";"14946"
"1988-10";"S2";"18594.35925813"
"1988-10";"RS";"21286"
"1988-10";"E";"3091694"
"1988-11";"K";"2495"
"1988-11";"T0";"20100"
"1988-11";"S0";"20180.98634802"
"1988-11";"T1";"0.65012902"
"1988-11";"S1";"0.6527485"
"1988-11";"T2";"15021"
"1988-11";"S2";"19124.78400423"
"1988-11";"RS";"22094"
"1988-11";"E";"3091694"
"1988-12";"K";"1155"
"1988-12";"T0";"21004"
"1988-12";"S0";"19584.28636658"
"1988-12";"T1";"0.67936866"
"1988-12";"S1";"0.63344841"
"1988-12";"T2";"14517"
"1988-12";"S2";"19688.99992951"
"1988-12";"RS";"22940"
"1988-12";"E";"3091694"
"1989-01";"K";"1002"
"1989-01";"T0";"21651"
"1989-01";"S0";"19015.8887026"
"1989-01";"T1";"0.7002957"
"1989-01";"S1";"0.61506374"
"1989-01";"T2";"15551"
"1989-01";"S2";"20159.9970718"
"1989-01";"RS";"23359"
"1989-01";"E";"3091694"
"1989-02";"K";"1006"
"1989-02";"T0";"20728"
"1989-02";"S0";"18523.98705088"
"1989-02";"T1";"0.67044151"
"1989-02";"S1";"0.59915331"
"1989-02";"T2";"17182"
"1989-02";"S2";"20509.56967872"
"1989-02";"RS";"22462"
"1989-02";"E";"3091694"
"1989-03";"K";"531"
"1989-03";"T0";"19121"
"1989-03";"S0";"18137.34437699"
"1989-03";"T1";"0.61846353"
"1989-03";"S1";"0.58664746"
"1989-03";"T2";"17641"
"1989-03";"S2";"20800.24135846"
"1989-03";"RS";"20797"
"1989-03";"E";"3091694"
"1989-04";"K";"775"
"1989-04";"T0";"18397"
"1989-04";"S0";"17834.97248329"
"1989-04";"T1";"0.59504595"
"1989-04";"S1";"0.57686733"
"1989-04";"T2";"17582"
"1989-04";"S2";"21067.47120042"
"1989-04";"RS";"19991"
"1989-04";"E";"3091694"
"1989-05";"K";"869"
"1989-05";"T0";"17225"
"1989-05";"S0";"17580.79065015"
"1989-05";"T1";"0.55713793"
"1989-05";"S1";"0.56864588"
"1989-05";"T2";"18031"
"1989-05";"S2";"21266.09227473"
"1989-05";"RS";"18832"
"1989-05";"E";"3091694"
"1989-06";"K";"648"
"1989-06";"T0";"16209"
"1989-06";"S0";"17337.6068854"
"1989-06";"T1";"0.52427569"
"1989-06";"S1";"0.56078017"
"1989-06";"T2";"18634"
"1989-06";"S2";"21305.11975244"
"1989-06";"RS";"17813"
"1989-06";"E";"3091694"
"1989-07";"K";"325"
"1989-07";"T0";"15957"
"1989-07";"S0";"17108.91929192"
"1989-07";"T1";"0.51612482"
"1989-07";"S1";"0.55338333"
"1989-07";"T2";"17313"
"1989-07";"S2";"21215.47698242"
"1989-07";"RS";"17434"
"1989-07";"E";"3091694"
"1989-08";"K";"525"
"1989-08";"T0";"15627"
"1989-08";"S0";"16901.40716491"
"1989-08";"T1";"0.50545106"
"1989-08";"S1";"0.54667141"
"1989-08";"T2";"17268"
"1989-08";"S2";"21193.47953672"
"1989-08";"RS";"16989"
"1989-08";"E";"3091694"
"1989-09";"K";"530"
"1989-09";"T0";"15222"
"1989-09";"S0";"16733.38387844"
"1989-09";"T1";"0.49235144"
"1989-09";"S1";"0.54123674"
"1989-09";"T2";"17667"
"1989-09";"S2";"21384.40722384"
"1989-09";"RS";"16564"
"1989-09";"E";"3091694"
"1989-10";"K";"287"
"1989-10";"T0";"15466"
"1989-10";"S0";"16600.9003825"
"1989-10";"T1";"0.50024356"
"1989-10";"S1";"0.5369516"
"1989-10";"T2";"18352"
"1989-10";"S2";"21790.2547867"
"1989-10";"RS";"16776"
"1989-10";"E";"3091694"
"1989-11";"K";"433"
"1989-11";"T0";"16429"
"1989-11";"S0";"16506.3776468"
"1989-11";"T1";"0.53139153"
"1989-11";"S1";"0.53389429"
"1989-11";"T2";"18248"
"1989-11";"S2";"22271.9079456"
"1989-11";"RS";"17736"
"1989-11";"E";"3091694"
"1989-12";"K";"305"
"1989-12";"T0";"17392"
"1989-12";"S0";"16440.01024893"
"1989-12";"T1";"0.5625395"
"1989-12";"S1";"0.53174765"
"1989-12";"T2";"17153"
"1989-12";"S2";"22614.84814935"
"1989-12";"RS";"18545"
"1989-12";"E";"3091694"
"1990-01";"K";"281"
"1990-01";"T0";"18661"
"1990-01";"S0";"16368.86961072"
"1990-01";"T1";"0.51525299"
"1990-01";"S1";"0.45196447"
"1990-01";"T2";"17798"
"1990-01";"S2";"22719.1365643"
"1990-01";"RS";"19744"
"1990-01";"E";"3621716"
"1990-02";"K";"462"
"1990-02";"T0";"18129"
"1990-02";"S0";"16271.67984798"
"1990-02";"T1";"0.50056382"
"1990-02";"S1";"0.44928094"
"1990-02";"T2";"18584"
"1990-02";"S2";"22609.60378447"
"1990-02";"RS";"19279"
"1990-02";"E";"3621716"
"1990-03";"K";"1033"
"1990-03";"T0";"17203"
"1990-03";"S0";"16184.30787365"
"1990-03";"T1";"0.47499583"
"1990-03";"S1";"0.4468685"
"1990-03";"T2";"19369"
"1990-03";"S2";"22343.16286254"
"1990-03";"RS";"18397"
"1990-03";"E";"3621716"
"1990-04";"K";"513"
"1990-04";"T0";"16634"
"1990-04";"S0";"16167.35515987"
"1990-04";"T1";"0.45928505"
"1990-04";"S1";"0.44640041"
"1990-04";"T2";"18701"
"1990-04";"S2";"21979.01133057"
"1990-04";"RS";"17850"
"1990-04";"E";"3621716"
"1990-05";"K";"471"
"1990-05";"T0";"15979"
"1990-05";"S0";"16279.29364081"
"1990-05";"T1";"0.4411997"
"1990-05";"S1";"0.44949117"
"1990-05";"T2";"18376"
"1990-05";"S2";"21619.78582951"
"1990-05";"RS";"17164"
"1990-05";"E";"3621716"
"1990-06";"K";"384"
"1990-06";"T0";"15660"
"1990-06";"S0";"16581.47717072"
"1990-06";"T1";"0.43239172"
"1990-06";"S1";"0.45783483"
"1990-06";"T2";"18303"
"1990-06";"S2";"21312.1680153"
"1990-06";"RS";"16827"
"1990-06";"E";"3621716"
"1990-07";"K";"121"
"1990-07";"T0";"16073"
"1990-07";"S0";"17121.29942601"
"1990-07";"T1";"0.44379515"
"1990-07";"S1";"0.47273998"
"1990-07";"T2";"18050"
"1990-07";"S2";"21033.03250878"
"1990-07";"RS";"17196"
"1990-07";"E";"3621716"
"1990-08";"K";"112"
"1990-08";"T0";"16483"
"1990-08";"S0";"17937.10442563"
"1990-08";"T1";"0.45511575"
"1990-08";"S1";"0.49526535"
"1990-08";"T2";"17327"
"1990-08";"S2";"20707.55080247"
"1990-08";"RS";"17576"
"1990-08";"E";"3621716"
"1990-09";"K";"1007"
"1990-09";"T0";"16992"
"1990-09";"S0";"19054.68174409"
"1990-09";"T1";"0.46916986"
"1990-09";"S1";"0.52612302"
"1990-09";"T2";"16660"
"1990-09";"S2";"20285.36085694"
"1990-09";"RS";"18117"
"1990-09";"E";"3621716"
"1990-10";"K";"1136"
"1990-10";"T0";"18670"
"1990-10";"S0";"20452.154024"
"1990-10";"T1";"0.51550149"
"1990-10";"S1";"0.56470894"
"1990-10";"T2";"16237"
"1990-10";"S2";"19695.19869518"
"1990-10";"RS";"19970"
"1990-10";"E";"3621716"
"1990-11";"K";"1671"
"1990-11";"T0";"21965"
"1990-11";"S0";"22078.45033425"
"1990-11";"T1";"0.60648046"
"1990-11";"S1";"0.60961297"
"1990-11";"T2";"14671"
"1990-11";"S2";"18937.1726021"
"1990-11";"RS";"23515"
"1990-11";"E";"3621716"
"1990-12";"K";"1611"
"1990-12";"T0";"25141"
"1990-12";"S0";"23892.60034175"
"1990-12";"T1";"0.6941737"
"1990-12";"S1";"0.65970386"
"1990-12";"T2";"13056"
"1990-12";"S2";"18018.7572563"
"1990-12";"RS";"26702"
"1990-12";"E";"3621716"
"1991-01";"K";"3491"
"1991-01";"T0";"28836"
"1991-01";"S0";"25887.09408333"
"1991-01";"T1";"0.79619716"
"1991-01";"S1";"0.71477427"
"1991-01";"T2";"12144"
"1991-01";"S2";"16983.52976196"
"1991-01";"RS";"30328"
"1991-01";"E";"3621716"
"1991-02";"K";"7486"
"1991-02";"T0";"30896"
"1991-02";"S0";"28030.02781739"
"1991-02";"T1";"0.85307628"
"1991-02";"S1";"0.77394329"
"1991-02";"T2";"12006"
"1991-02";"S2";"15970.7241432"
"1991-02";"RS";"32635"
"1991-02";"E";"3621716"
"1991-03";"K";"16433"
"1991-03";"T0";"32270"
"1991-03";"S0";"30251.68921062"
"1991-03";"T1";"0.89101409"
"1991-03";"S1";"0.83528607"
"1991-03";"T2";"11957"
"1991-03";"S2";"15122.64757417"
"1991-03";"RS";"34223"
"1991-03";"E";"3621716"
"1991-04";"K";"20206"
"1991-04";"T0";"33660"
"1991-04";"S0";"32504.19221455"
"1991-04";"T1";"0.92939369"
"1991-04";"S1";"0.89748043"
"1991-04";"T2";"11129"
"1991-04";"S2";"14509.85411238"
"1991-04";"RS";"35440"
"1991-04";"E";"3621716"
"1991-05";"K";"22468"
"1991-05";"T0";"35047"
"1991-05";"S0";"34789.11874743"
"1991-05";"T1";"0.96769045"
"1991-05";"S1";"0.96057004"
"1991-05";"T2";"10937"
"1991-05";"S2";"14125.69529425"
"1991-05";"RS";"36825"
"1991-05";"E";"3621716"
"1991-06";"K";"22991"
"1991-06";"T0";"35253"
"1991-06";"S0";"37134.97947819"
"1991-06";"T1";"0.97337837"
"1991-06";"S1";"1.02534212"
"1991-06";"T2";"10696"
"1991-06";"S2";"13909.74751982"
"1991-06";"RS";"37096"
"1991-06";"E";"3621716"
"1991-07";"K";"15096"
"1991-07";"T0";"37540"
"1991-07";"S0";"39604.09364109"
"1991-07";"T1";"1.03652523"
"1991-07";"S1";"1.09351737"
"1991-07";"T2";"10590"
"1991-07";"S2";"13785.85202433"
"1991-07";"RS";"39490"
"1991-07";"E";"3621716"
"1991-08";"K";"18929"
"1991-08";"T0";"39489"
"1991-08";"S0";"42249.94270048"
"1991-08";"T1";"1.0903395"
"1991-08";"S1";"1.16657249"
"1991-08";"T2";"10074"
"1991-08";"S2";"13680.48776284"
"1991-08";"RS";"41369"
"1991-08";"E";"3621716"
"1991-09";"K";"23641"
"1991-09";"T0";"41606"
"1991-09";"S0";"45138.77491713"
"1991-09";"T1";"1.14879245"
"1991-09";"S1";"1.24633668"
"1991-09";"T2";"10153"
"1991-09";"S2";"13580.095726"
"1991-09";"RS";"43502"
"1991-09";"E";"3621716"
"1991-10";"K";"28047"
"1991-10";"T0";"45692"
"1991-10";"S0";"48384.86865852"
"1991-10";"T1";"1.2616119"
"1991-10";"S1";"1.33596529"
"1991-10";"T2";"9652"
"1991-10";"S2";"13427.44736059"
"1991-10";"RS";"47908"
"1991-10";"E";"3621716"
"1991-11";"K";"34109"
"1991-11";"T0";"51800"
"1991-11";"S0";"52136.37707618"
"1991-11";"T1";"1.43026124"
"1991-11";"S1";"1.43954902"
"1991-11";"T2";"9083"
"1991-11";"S2";"13198.54905598"
"1991-11";"RS";"54156"
"1991-11";"E";"3621716"
"1991-12";"K";"30330"
"1991-12";"T0";"58580"
"1991-12";"S0";"56460.74400496"
"1991-12";"T1";"1.61746531"
"1991-12";"S1";"1.55895007"
"1991-12";"T2";"8170"
"1991-12";"S2";"12952.68452477"
"1991-12";"RS";"61013"
"1991-12";"E";"3621716"
"1992-01";"K";"39085"
"1992-01";"T0";"67398"
"1992-01";"S0";"61270.15763288"
"1992-01";"T1";"1.86094106"
"1992-01";"S1";"1.69174385"
"1992-01";"T2";"7952"
"1992-01";"S2";"12745.48606381"
"1992-01";"RS";"69867"
"1992-01";"E";"3621716"
"1992-02";"K";"42555"
"1992-02";"T0";"72462"
"1992-02";"S0";"66428.70634838"
"1992-02";"T1";"2.00076428"
"1992-02";"S1";"1.83417768"
"1992-02";"T2";"8581"
"1992-02";"S2";"12587.97011411"
"1992-02";"RS";"74952"
"1992-02";"E";"3621716"
"1992-03";"K";"41684"
"1992-03";"T0";"75803"
"1992-03";"S0";"71778.29755982"
"1992-03";"T1";"2.09301337"
"1992-03";"S1";"1.98188642"
"1992-03";"T2";"9590"
"1992-03";"S2";"12441.65949014"
"1992-03";"RS";"78420"
"1992-03";"E";"3621716"
"1992-04";"K";"39813"
"1992-04";"T0";"79317"
"1992-04";"S0";"77214.99970846"
"1992-04";"T1";"2.1900392"
"1992-04";"S1";"2.1320004"
"1992-04";"T2";"9015"
"1992-04";"S2";"12269.54985834"
"1992-04";"RS";"81826"
"1992-04";"E";"3621716"
"1992-05";"K";"36158"
"1992-05";"T0";"82121"
"1992-05";"S0";"82699.02433551"
"1992-05";"T1";"2.26746106"
"1992-05";"S1";"2.28342102"
"1992-05";"T2";"8766"
"1992-05";"S2";"12053.70638304"
"1992-05";"RS";"84658"
"1992-05";"E";"3621716"
"1992-06";"K";"31499"
"1992-06";"T0";"84704"
"1992-06";"S0";"88440.63856376"
"1992-06";"T1";"2.33878084"
"1992-06";"S1";"2.441954"
"1992-06";"T2";"8787"
"1992-06";"S2";"11837.08658677"
"1992-06";"RS";"87398"
"1992-06";"E";"3621716"
"1992-07";"K";"18018"
"1992-07";"T0";"90157"
"1992-07";"S0";"94605.75436123"
"1992-07";"T1";"2.48934483"
"1992-07";"S1";"2.61218037"
"1992-07";"T2";"8292"
"1992-07";"S2";"11707.56335514"
"1992-07";"RS";"92966"
"1992-07";"E";"3621716"
"1992-08";"K";"20738"
"1992-08";"T0";"94851"
"1992-08";"S0";"101179.5410389"
"1992-08";"T1";"2.6189519"
"1992-08";"S1";"2.79369064"
"1992-08";"T2";"8108"
"1992-08";"S2";"11634.27770122"
"1992-08";"RS";"97577"
"1992-08";"E";"3621716"
"1992-09";"K";"28848"
"1992-09";"T0";"102081"
"1992-09";"S0";"107887.89955537"
"1992-09";"T1";"2.81858103"
"1992-09";"S1";"2.97891661"
"1992-09";"T2";"7972"
"1992-09";"S2";"11538.02618557"
"1992-09";"RS";"104867"
"1992-09";"E";"3621716"
"1992-10";"K";"33083"
"1992-10";"T0";"109073"
"1992-10";"S0";"114284.96121123"
"1992-10";"T1";"3.01163868"
"1992-10";"S1";"3.15554729"
"1992-10";"T2";"7732"
"1992-10";"S2";"11387.70066139"
"1992-10";"RS";"112091"
"1992-10";"E";"3621716"
"1992-11";"K";"40761"
"1992-11";"T0";"120080"
"1992-11";"S0";"120109.2724937"
"1992-11";"T1";"3.31555539"
"1992-11";"S1";"3.31636364"
"1992-11";"T2";"6788"
"1992-11";"S2";"11156.00841393"
"1992-11";"RS";"123506"
"1992-11";"E";"3621716"
"1992-12";"K";"36003"
"1992-12";"T0";"129643"
"1992-12";"S0";"125580.70879143"
"1992-12";"T1";"3.57960149"
"1992-12";"S1";"3.46743667"
"1992-12";"T2";"6414"
"1992-12";"S2";"10893.76842436"
"1992-12";"RS";"133342"
"1992-12";"E";"3621716"
"1993-01";"K";"50607"
"1993-01";"T0";"141514"
"1993-01";"S0";"131224.06561977"
"1993-01";"T1";"3.90737429"
"1993-01";"S1";"3.62325664"
"1993-01";"T2";"5700"
"1993-01";"S2";"10677.36084224"
"1993-01";"RS";"144972"
"1993-01";"E";"3621716"
"1993-02";"K";"55175"
"1993-02";"T0";"147469"
"1993-02";"S0";"137432.39672933"
"1993-02";"T1";"4.07179911"
"1993-02";"S1";"3.79467625"
"1993-02";"T2";"6388"
"1993-02";"S2";"10534.79958738"
"1993-02";"RS";"151561"
"1993-02";"E";"3621716"
"1993-03";"K";"56506"
"1993-03";"T0";"151018"
"1993-03";"S0";"144279.38579102"
"1993-03";"T1";"4.16979134"
"1993-03";"S1";"3.98372997"
"1993-03";"T2";"7545"
"1993-03";"S2";"10428.77555195"
"1993-03";"RS";"155780"
"1993-03";"E";"3621716"
"1993-04";"K";"52634"
"1993-04";"T0";"155182"
"1993-04";"S0";"151578.78605305"
"1993-04";"T1";"4.28476446"
"1993-04";"S1";"4.18527532"
"1993-04";"T2";"7637"
"1993-04";"S2";"10253.05774908"
"1993-04";"RS";"160266"
"1993-04";"E";"3621716"
"1993-05";"K";"49274"
"1993-05";"T0";"157425"
"1993-05";"S0";"158946.6265152"
"1993-05";"T1";"4.34669643"
"1993-05";"S1";"4.38871039"
"1993-05";"T2";"7149"
"1993-05";"S2";"9958.92442702"
"1993-05";"RS";"163118"
"1993-05";"E";"3621716"
"1993-06";"K";"43653"
"1993-06";"T0";"160435"
"1993-06";"S0";"165819.35178047"
"1993-06";"T1";"4.4298062"
"1993-06";"S1";"4.57847473"
"1993-06";"T2";"5949"
"1993-06";"S2";"9552.42470996"
"1993-06";"RS";"166862"
"1993-06";"E";"3621716"
"1993-07";"K";"26494"
"1993-07";"T0";"165290"
"1993-07";"S0";"171666.29346614"
"1993-07";"T1";"4.56385868"
"1993-07";"S1";"4.73991593"
"1993-07";"T2";"5645"
"1993-07";"S2";"9122.08577101"
"1993-07";"RS";"172392"
"1993-07";"E";"3621716"
"1993-08";"K";"24991"
"1993-08";"T0";"169009"
"1993-08";"S0";"176093.43974342"
"1993-08";"T1";"4.66654481"
"1993-08";"S1";"4.86215484"
"1993-08";"T2";"5236"
"1993-08";"S2";"8780.55062053"
"1993-08";"RS";"176131"
"1993-08";"E";"3621716"
"1993-09";"K";"32844"
"1993-09";"T0";"172069"
"1993-09";"S0";"178887.44251194"
"1993-09";"T1";"4.75103514"
"1993-09";"S1";"4.93930067"
"1993-09";"T2";"4923"
"1993-09";"S2";"8558.91683459"
"1993-09";"RS";"179850"
"1993-09";"E";"3621716"
"1993-10";"K";"36283"
"1993-10";"T0";"173528"
"1993-10";"S0";"180243.60325222"
"1993-10";"T1";"4.79131992"
"1993-10";"S1";"4.97674592"
"1993-10";"T2";"4583"
"1993-10";"S2";"8483.90066072"
"1993-10";"RS";"181837"
"1993-10";"E";"3621716"
"1993-11";"K";"38993"
"1993-11";"T0";"180293"
"1993-11";"S0";"180458.90138852"
"1993-11";"T1";"4.97810982"
"1993-11";"S1";"4.98269056"
"1993-11";"T2";"4274"
"1993-11";"S2";"8542.22966373"
"1993-11";"RS";"189033"
"1993-11";"E";"3621716"
"1993-12";"K";"37092"
"1993-12";"T0";"184388"
"1993-12";"S0";"179746.80750023"
"1993-12";"T1";"5.09117777"
"1993-12";"S1";"4.96302878"
"1993-12";"T2";"3888"
"1993-12";"S2";"8710.07229356"
"1993-12";"RS";"193918"
"1993-12";"E";"3621716"
"1994-01";"K";"42859"
"1994-01";"T0";"188167"
"1994-01";"S0";"178373.58379726"
"1994-01";"T1";"5.19552058"
"1994-01";"S1";"4.9251124"
"1994-01";"T2";"4456"
"1994-01";"S2";"8895.96765898"
"1994-01";"RS";"198334"
"1994-01";"E";"3621716"
"1994-02";"K";"44360"
"1994-02";"T0";"187382"
"1994-02";"S0";"176712.96461937"
"1994-02";"T1";"5.17384577"
"1994-02";"S1";"4.87926068"
"1994-02";"T2";"5263"
"1994-02";"S2";"8985.64391638"
"1994-02";"RS";"198317"
"1994-02";"E";"3621716"
"1994-03";"K";"39084"
"1994-03";"T0";"182135"
"1994-03";"S0";"175333.47135557"
"1994-03";"T1";"5.02896969"
"1994-03";"S1";"4.84117118"
"1994-03";"T2";"5883"
"1994-03";"S2";"8926.17648099"
"1994-03";"RS";"193607"
"1994-03";"E";"3621716"
"1994-04";"K";"31614"
"1994-04";"T0";"177500"
"1994-04";"S0";"174463.19315198"
"1994-04";"T1";"4.90099168"
"1994-04";"S1";"4.81714174"
"1994-04";"T2";"5503"
"1994-04";"S2";"8779.73684391"
"1994-04";"RS";"189186"
"1994-04";"E";"3621716"
"1994-05";"K";"26792"
"1994-05";"T0";"173017"
"1994-05";"S0";"173818.51449485"
"1994-05";"T1";"4.77721058"
"1994-05";"S1";"4.79934138"
"1994-05";"T2";"5566"
"1994-05";"S2";"8661.88806639"
"1994-05";"RS";"185069"
"1994-05";"E";"3621716"
"1994-06";"K";"21629"
"1994-06";"T0";"168225"
"1994-06";"S0";"172919.25136389"
"1994-06";"T1";"4.64489761"
"1994-06";"S1";"4.77451162"
"1994-06";"T2";"5551"
"1994-06";"S2";"8677.60651554"
"1994-06";"RS";"180965"
"1994-06";"E";"3621716"
"1994-07";"K";"10020"
"1994-07";"T0";"165793"
"1994-07";"S0";"171389.35564073"
"1994-07";"T1";"4.57774712"
"1994-07";"S1";"4.73226933"
"1994-07";"T2";"5580"
"1994-07";"S2";"8817.34415811"
"1994-07";"RS";"179113"
"1994-07";"E";"3621716"
"1994-08";"K";"9793"
"1994-08";"T0";"164187"
"1994-08";"S0";"169282.12045175"
"1994-08";"T1";"4.5334035"
"1994-08";"S1";"4.674086"
"1994-08";"T2";"5411"
"1994-08";"S2";"8991.40498081"
"1994-08";"RS";"177711"
"1994-08";"E";"3621716"
"1994-09";"K";"11094"
"1994-09";"T0";"160908"
"1994-09";"S0";"166935.50225728"
"1994-09";"T1";"4.44286631"
"1994-09";"S1";"4.60929301"
"1994-09";"T2";"5504"
"1994-09";"S2";"9117.68978995"
"1994-09";"RS";"174936"
"1994-09";"E";"3621716"
"1994-10";"K";"12210"
"1994-10";"T0";"159043"
"1994-10";"S0";"164546.93686434"
"1994-10";"T1";"4.39137138"
"1994-10";"S1";"4.5433418"
"1994-10";"T2";"5107"
"1994-10";"S2";"9168.52355856"
"1994-10";"RS";"173312"
"1994-10";"E";"3621716"
"1994-11";"K";"11998"
"1994-11";"T0";"161715"
"1994-11";"S0";"162114.89564009"
"1994-11";"T1";"4.46514856"
"1994-11";"S1";"4.47619017"
"1994-11";"T2";"4753"
"1994-11";"S2";"9147.22454276"
"1994-11";"RS";"176114"
"1994-11";"E";"3621716"
"1994-12";"K";"9752"
"1994-12";"T0";"164378"
"1994-12";"S0";"159674.70649129"
"1994-12";"T1";"4.53867725"
"1994-12";"S1";"4.40881357"
"1994-12";"T2";"4115"
"1994-12";"S2";"9076.25869953"
"1994-12";"RS";"179048"
"1994-12";"E";"3621716"
"1995-01";"K";"11853"
"1995-01";"T0";"167815"
"1995-01";"S0";"157474"
"1995-01";"T1";"4.63357701"
"1995-01";"S1";"4.34804938"
"1995-01";"T2";"4505"
"1995-01";"S2";"8988.86694527"
"1995-01";"RS";"182240"
"1995-01";"E";"3621716"
"1995-02";"K";"13775"
"1995-02";"T0";"165351"
"1995-02";"S0";"155681"
"1995-02";"T1";"4.56554296"
"1995-02";"S1";"4.29854246"
"1995-02";"T2";"5103"
"1995-02";"S2";"8942.093971"
"1995-02";"RS";"179899"
"1995-02";"E";"3621716"
"1995-03";"K";"12339"
"1995-03";"T0";"160774"
"1995-03";"S0";"154424"
"1995-03";"T1";"4.43916641"
"1995-03";"S1";"4.26383515"
"1995-03";"T2";"5706"
"1995-03";"S2";"8988.00190521"
"1995-03";"RS";"176174"
"1995-03";"E";"3621716"
"1995-04";"K";"11747"
"1995-04";"T0";"156684"
"1995-04";"S0";"153733"
"1995-04";"T1";"4.32623651"
"1995-04";"S1";"4.2447558"
"1995-04";"T2";"6781"
"1995-04";"S2";"9103.68767842"
"1995-04";"RS";"172731"
"1995-04";"E";"3621716"
"1995-05";"K";"10266"
"1995-05";"T0";"151959"
"1995-05";"S0";"153077"
"1995-05";"T1";"4.1957735"
"1995-05";"S1";"4.22664284"
"1995-05";"T2";"6354"
"1995-05";"S2";"9200.11169739"
"1995-05";"RS";"169820"
"1995-05";"E";"3621716"
"1995-06";"K";"10028"
"1995-06";"T0";"146342"
"1995-06";"S0";"151853"
"1995-06";"T1";"4.04068127"
"1995-06";"S1";"4.19284671"
"1995-06";"T2";"6535"
"1995-06";"S2";"9228.30180453"
"1995-06";"RS";"166300"
"1995-06";"E";"3621716"
"1995-07";"K";"6232"
"1995-07";"T0";"146104"
"1995-07";"S0";"152333"
"1995-07";"T1";"4.0341098"
"1995-07";"S1";"4.20610009"
"1995-07";"T2";"5665"
"1995-07";"S2";"9196.70235504"
"1995-07";"RS";"168070"
"1995-07";"E";"3621716"
"1995-08";"K";"6305"
"1995-08";"T0";"145726"
"1995-08";"S0";"152651"
"1995-08";"T1";"4.02367276"
"1995-08";"S1";"4.21488046"
"1995-08";"T2";"5534"
"1995-08";"S2";"9149.41256246"
"1995-08";"RS";"169043"
"1995-08";"E";"3621716"
"1995-09";"K";"7189"
"1995-09";"T0";"143458"
"1995-09";"S0";"151138"
"1995-09";"T1";"3.96105051"
"1995-09";"S1";"4.17310468"
"1995-09";"T2";"5410"
"1995-09";"S2";"9111.72883129"
"1995-09";"RS";"169689"
"1995-09";"E";"3621716"
"1995-10";"K";"9321"
"1995-10";"T0";"146364"
"1995-10";"S0";"152419"
"1995-10";"T1";"4.04128872"
"1995-10";"S1";"4.20847466"
"1995-10";"T2";"4982"
"1995-10";"S2";"9084.59198195"
"1995-10";"RS";"174170"
"1995-10";"E";"3621716"
"1995-11";"K";"10787"
"1995-11";"T0";"152102"
"1995-11";"S0";"152844"
"1995-11";"T1";"4.1997219"
"1995-11";"S1";"4.22020943"
"1995-11";"T2";"4535"
"1995-11";"S2";"9068.0469156"
"1995-11";"RS";"182041"
"1995-11";"E";"3621716"
"1995-12";"K";"9159"
"1995-12";"T0";"157115"
"1995-12";"S0";"152365"
"1995-12";"T1";"4.33813695"
"1995-12";"S1";"4.20698365"
"1995-12";"T2";"3702"
"1995-12";"S2";"9053.29959219"
"1995-12";"RS";"188416"
"1995-12";"E";"3621716"
"1996-01";"K";"12616"
"1996-01";"T0";"164656"
"1996-01";"S0";"153650"
"1996-01";"T1";"4.54635317"
"1996-01";"S1";"4.24246407"
"1996-01";"T2";"4646"
"1996-01";"S2";"9078.44173799"
"1996-01";"RS";"196999"
"1996-01";"E";"3621716"
"1996-02";"K";"18522"
"1996-02";"T0";"166102"
"1996-02";"S0";"155644"
"1996-02";"T1";"4.58627899"
"1996-02";"S1";"4.29752084"
"1996-02";"T2";"5369"
"1996-02";"S2";"9121.57317258"
"1996-02";"RS";"199542"
"1996-02";"E";"3621716"
"1996-03";"K";"20028"
"1996-03";"T0";"165305"
"1996-03";"S0";"158309"
"1996-03";"T1";"4.56427285"
"1996-03";"S1";"4.37110475"
"1996-03";"T2";"5868"
"1996-03";"S2";"9142.31642365"
"1996-03";"RS";"199551"
"1996-03";"E";"3621716"
"1996-04";"K";"16637"
"1996-04";"T0";"164151"
"1996-04";"S0";"161174"
"1996-04";"T1";"4.5324095"
"1996-04";"S1";"4.45021089"
"1996-04";"T2";"6353"
"1996-04";"S2";"9143.0483392"
"1996-04";"RS";"199393"
"1996-04";"E";"3621716"
"1996-05";"K";"15193"
"1996-05";"T0";"162377"
"1996-05";"S0";"163979"
"1996-05";"T1";"4.48342719"
"1996-05";"S1";"4.52766037"
"1996-05";"T2";"6272"
"1996-05";"S2";"9166.65458352"
"1996-05";"RS";"199135"
"1996-05";"E";"3621716"
"1996-06";"K";"15136"
"1996-06";"T0";"159964"
"1996-06";"S0";"166604"
"1996-06";"T1";"4.41680132"
"1996-06";"S1";"4.60013982"
"1996-06";"T2";"6388"
"1996-06";"S2";"9216.52916142"
"1996-06";"RS";"198161"
"1996-06";"E";"3621716"
"1996-07";"K";"6174"
"1996-07";"T0";"161586"
"1996-07";"S0";"169017"
"1996-07";"T1";"4.46158672"
"1996-07";"S1";"4.6667657"
"1996-07";"T2";"6246"
