"CubeId";"zimoma"
"PublishingDate";"2023-04-03 14:30"

"Date";"D0";"Value"
"1978-10";"3M2";
"1978-10";"SONIA";
"1978-10";"3M3";
"1978-10";"ESTR";
"1978-10";"EURIBOR";
"1978-10";"3M4";
"1978-11";"SARON";
"1978-11";"1TGT";"-0.5"
"1978-11";"EG3M";
"1978-11";"3M0";
"1978-11";"SOFR";
"1978-11";"3M1";
"1978-11";"TONA";
"1978-11";"3M2";
"1978-11";"SONIA";
"1978-11";"3M3";
"1978-11";"ESTR";
"1978-11";"EURIBOR";
"1978-11";"3M4";
"1978-12";"SARON";
"1978-12";"1TGT";"-0.375"
"1978-12";"EG3M";
"1978-12";"3M0";
"1978-12";"SOFR";
"1978-12";"3M1";
"1978-12";"TONA";
"1978-12";"3M2";
"1978-12";"SONIA";
"1978-12";"3M3";
"1978-12";"ESTR";
"1978-12";"EURIBOR";
"1978-12";"3M4";
"1979-01";"SARON";
"1979-01";"1TGT";"-0.0625"
"1979-01";"EG3M";
"1979-01";"3M0";
"1979-01";"SOFR";
"1979-01";"3M1";
"1979-01";"TONA";
"1979-01";"3M2";
"1979-01";"SONIA";
"1979-01";"3M3";
"1979-01";"ESTR";
"1979-01";"EURIBOR";
"1979-01";"3M4";
"1979-02";"SARON";
"1979-02";"1TGT";"-0.25"
"1979-02";"EG3M";
"1979-02";"3M0";
"1979-02";"SOFR";
"1979-02";"3M1";
"1979-02";"TONA";
"1979-02";"3M2";
"1979-02";"SONIA";
"1979-02";"3M3";
"1979-02";"ESTR";
"1979-02";"EURIBOR";
"1979-02";"3M4";
"1979-03";"SARON";
"1979-03";"1TGT";"-0.125"
"1979-03";"EG3M";
"1979-03";"3M0";
"1979-03";"SOFR";
"1979-03";"3M1";
"1979-03";"TONA";
"1979-03";"3M2";
"1979-03";"SONIA";
"1979-03";"3M3";
"1979-03";"ESTR";
"1979-03";"EURIBOR";
"1979-03";"3M4";
"1979-04";"SARON";
"1979-04";"1TGT";"0.25"
"1979-04";"EG3M";
"1979-04";"3M0";
"1979-04";"SOFR";
"1979-04";"3M1";
"1979-04";"TONA";
"1979-04";"3M2";
"1979-04";"SONIA";
"1979-04";"3M3";
"1979-04";"ESTR";
"1979-04";"EURIBOR";
"1979-04";"3M4";
"1979-05";"SARON";
"1979-05";"1TGT";"1.25"
"1979-05";"EG3M";
"1979-05";"3M0";
"1979-05";"SOFR";
"1979-05";"3M1";
"1979-05";"TONA";
"1979-05";"3M2";
"1979-05";"SONIA";
"1979-05";"3M3";
"1979-05";"ESTR";
"1979-05";"EURIBOR";
"1979-05";"3M4";
"1979-06";"SARON";
"1979-06";"1TGT";"0"
"1979-06";"EG3M";
"1979-06";"3M0";
"1979-06";"SOFR";
"1979-06";"3M1";
"1979-06";"TONA";
"1979-06";"3M2";
"1979-06";"SONIA";
"1979-06";"3M3";
"1979-06";"ESTR";
"1979-06";"EURIBOR";
"1979-06";"3M4";
"1979-07";"SARON";
"1979-07";"1TGT";"0.25"
"1979-07";"EG3M";
"1979-07";"3M0";
"1979-07";"SOFR";
"1979-07";"3M1";
"1979-07";"TONA";
"1979-07";"3M2";
"1979-07";"SONIA";
"1979-07";"3M3";
"1979-07";"ESTR";
"1979-07";"EURIBOR";
"1979-07";"3M4";
"1979-08";"SARON";
"1979-08";"1TGT";"0"
"1979-08";"EG3M";
"1979-08";"3M0";
"1979-08";"SOFR";
"1979-08";"3M1";
"1979-08";"TONA";
"1979-08";"3M2";
"1979-08";"SONIA";
"1979-08";"3M3";
"1979-08";"ESTR";
"1979-08";"EURIBOR";
"1979-08";"3M4";
"1979-09";"SARON";
"1979-09";"1TGT";"0"
"1979-09";"EG3M";
"1979-09";"3M0";
"1979-09";"SOFR";
"1979-09";"3M1";
"1979-09";"TONA";
"1979-09";"3M2";
"1979-09";"SONIA";
"1979-09";"3M3";
"1979-09";"ESTR";
"1979-09";"EURIBOR";
"1979-09";"3M4";
"1979-10";"SARON";
"1979-10";"1TGT";"0.3125"
"1979-10";"EG3M";
"1979-10";"3M0";
"1979-10";"SOFR";
"1979-10";"3M1";
"1979-10";"TONA";
"1979-10";"3M2";
"1979-10";"SONIA";
"1979-10";"3M3";
"1979-10";"ESTR";
"1979-10";"EURIBOR";
"1979-10";"3M4";
"1979-11";"SARON";
"1979-11";"1TGT";"0"
"1979-11";"EG3M";
"1979-11";"3M0";
"1979-11";"SOFR";
"1979-11";"3M1";
"1979-11";"TONA";
"1979-11";"3M2";
"1979-11";"SONIA";
"1979-11";"3M3";
"1979-11";"ESTR";
"1979-11";"EURIBOR";
"1979-11";"3M4";
"1979-12";"SARON";
"1979-12";"1TGT";"0.125"
"1979-12";"EG3M";
"1979-12";"3M0";
"1979-12";"SOFR";
"1979-12";"3M1";
"1979-12";"TONA";
"1979-12";"3M2";
"1979-12";"SONIA";
"1979-12";"3M3";
"1979-12";"ESTR";
"1979-12";"EURIBOR";
"1979-12";"3M4";
"1980-01";"SARON";
"1980-01";"1TGT";"0"
"1980-01";"EG3M";
"1980-01";"3M0";
"1980-01";"SOFR";
"1980-01";"3M1";
"1980-01";"TONA";
"1980-01";"3M2";
"1980-01";"SONIA";
"1980-01";"3M3";
"1980-01";"ESTR";
"1980-01";"EURIBOR";
"1980-01";"3M4";
"1980-02";"SARON";
"1980-02";"1TGT";"2.25"
"1980-02";"EG3M";
"1980-02";"3M0";
"1980-02";"SOFR";
"1980-02";"3M1";
"1980-02";"TONA";
"1980-02";"3M2";
"1980-02";"SONIA";
"1980-02";"3M3";
"1980-02";"ESTR";
"1980-02";"EURIBOR";
"1980-02";"3M4";
"1980-03";"SARON";
"1980-03";"1TGT";"0"
"1980-03";"EG3M";
"1980-03";"3M0";
"1980-03";"SOFR";
"1980-03";"3M1";
"1980-03";"TONA";
"1980-03";"3M2";
"1980-03";"SONIA";
"1980-03";"3M3";
"1980-03";"ESTR";
"1980-03";"EURIBOR";
"1980-03";"3M4";
"1980-04";"SARON";
"1980-04";"1TGT";"3.25"
"1980-04";"EG3M";
"1980-04";"3M0";
"1980-04";"SOFR";
"1980-04";"3M1";
"1980-04";"TONA";
"1980-04";"3M2";
"1980-04";"SONIA";
"1980-04";"3M3";
"1980-04";"ESTR";
"1980-04";"EURIBOR";
"1980-04";"3M4";
"1980-05";"SARON";
"1980-05";"1TGT";"0.125"
"1980-05";"EG3M";
"1980-05";"3M0";
"1980-05";"SOFR";
"1980-05";"3M1";
"1980-05";"TONA";
"1980-05";"3M2";
"1980-05";"SONIA";
"1980-05";"3M3";
"1980-05";"ESTR";
"1980-05";"EURIBOR";
"1980-05";"3M4";
"1980-06";"SARON";
"1980-06";"1TGT";"1.375"
"1980-06";"EG3M";
"1980-06";"3M0";
"1980-06";"SOFR";
"1980-06";"3M1";
"1980-06";"TONA";
"1980-06";"3M2";
"1980-06";"SONIA";
"1980-06";"3M3";
"1980-06";"ESTR";
"1980-06";"EURIBOR";
"1980-06";"3M4";
"1980-07";"SARON";
"1980-07";"1TGT";"2.875"
"1980-07";"EG3M";
"1980-07";"3M0";
"1980-07";"SOFR";
"1980-07";"3M1";
"1980-07";"TONA";
"1980-07";"3M2";
"1980-07";"SONIA";
"1980-07";"3M3";
"1980-07";"ESTR";
"1980-07";"EURIBOR";
"1980-07";"3M4";
"1980-08";"SARON";
"1980-08";"1TGT";"2.25"
"1980-08";"EG3M";
"1980-08";"3M0";
"1980-08";"SOFR";
"1980-08";"3M1";
"1980-08";"TONA";
"1980-08";"3M2";
"1980-08";"SONIA";
"1980-08";"3M3";
"1980-08";"ESTR";
"1980-08";"EURIBOR";
"1980-08";"3M4";
"1980-09";"SARON";
"1980-09";"1TGT";"0"
"1980-09";"EG3M";
"1980-09";"3M0";
"1980-09";"SOFR";
"1980-09";"3M1";
"1980-09";"TONA";
"1980-09";"3M2";
"1980-09";"SONIA";
"1980-09";"3M3";
"1980-09";"ESTR";
"1980-09";"EURIBOR";
"1980-09";"3M4";
"1980-10";"SARON";
"1980-10";"1TGT";"2.5"
"1980-10";"EG3M";
"1980-10";"3M0";
"1980-10";"SOFR";
"1980-10";"3M1";
"1980-10";"TONA";
"1980-10";"3M2";
"1980-10";"SONIA";
"1980-10";"3M3";
"1980-10";"ESTR";
"1980-10";"EURIBOR";
"1980-10";"3M4";
"1980-11";"SARON";
"1980-11";"1TGT";"1"
"1980-11";"EG3M";
"1980-11";"3M0";
"1980-11";"SOFR";
"1980-11";"3M1";
"1980-11";"TONA";
"1980-11";"3M2";
"1980-11";"SONIA";
"1980-11";"3M3";
"1980-11";"ESTR";
"1980-11";"EURIBOR";
"1980-11";"3M4";
"1980-12";"SARON";
"1980-12";"1TGT";"0"
"1980-12";"EG3M";
"1980-12";"3M0";
"1980-12";"SOFR";
"1980-12";"3M1";
"1980-12";"TONA";
"1980-12";"3M2";
"1980-12";"SONIA";
"1980-12";"3M3";
"1980-12";"ESTR";
"1980-12";"EURIBOR";
"1980-12";"3M4";
"1981-01";"SARON";
"1981-01";"1TGT";"0.625"
"1981-01";"EG3M";
"1981-01";"3M0";
"1981-01";"SOFR";
"1981-01";"3M1";
"1981-01";"TONA";
"1981-01";"3M2";
"1981-01";"SONIA";
"1981-01";"3M3";
"1981-01";"ESTR";
"1981-01";"EURIBOR";
"1981-01";"3M4";
"1981-02";"SARON";
"1981-02";"1TGT";"6.75"
"1981-02";"EG3M";
"1981-02";"3M0";
"1981-02";"SOFR";
"1981-02";"3M1";
"1981-02";"TONA";
"1981-02";"3M2";
"1981-02";"SONIA";
"1981-02";"3M3";
"1981-02";"ESTR";
"1981-02";"EURIBOR";
"1981-02";"3M4";
"1981-03";"SARON";
"1981-03";"1TGT";"1"
"1981-03";"EG3M";
"1981-03";"3M0";
"1981-03";"SOFR";
"1981-03";"3M1";
"1981-03";"TONA";
"1981-03";"3M2";
"1981-03";"SONIA";
"1981-03";"3M3";
"1981-03";"ESTR";
"1981-03";"EURIBOR";
"1981-03";"3M4";
"1981-04";"SARON";
"1981-04";"1TGT";"5.375"
"1981-04";"EG3M";
"1981-04";"3M0";
"1981-04";"SOFR";
"1981-04";"3M1";
"1981-04";"TONA";
"1981-04";"3M2";
"1981-04";"SONIA";
"1981-04";"3M3";
"1981-04";"ESTR";
"1981-04";"EURIBOR";
"1981-04";"3M4";
"1981-05";"SARON";
"1981-05";"1TGT";"0.3125"
"1981-05";"EG3M";
"1981-05";"3M0";
"1981-05";"SOFR";
"1981-05";"3M1";
"1981-05";"TONA";
"1981-05";"3M2";
"1981-05";"SONIA";
"1981-05";"3M3";
"1981-05";"ESTR";
"1981-05";"EURIBOR";
"1981-05";"3M4";
"1981-06";"SARON";
"1981-06";"1TGT";"1.875"
"1981-06";"EG3M";
"1981-06";"3M0";
"1981-06";"SOFR";
"1981-06";"3M1";
"1981-06";"TONA";
"1981-06";"3M2";
"1981-06";"SONIA";
"1981-06";"3M3";
"1981-06";"ESTR";
"1981-06";"EURIBOR";
"1981-06";"3M4";
"1981-07";"SARON";
"1981-07";"1TGT";"0.625"
"1981-07";"EG3M";
"1981-07";"3M0";
"1981-07";"SOFR";
"1981-07";"3M1";
"1981-07";"TONA";
"1981-07";"3M2";
"1981-07";"SONIA";
"1981-07";"3M3";
"1981-07";"ESTR";
"1981-07";"EURIBOR";
"1981-07";"3M4";
"1981-08";"SARON";
"1981-08";"1TGT";"0.5"
"1981-08";"EG3M";
"1981-08";"3M0";
"1981-08";"SOFR";
"1981-08";"3M1";
"1981-08";"TONA";
"1981-08";"3M2";
"1981-08";"SONIA";
"1981-08";"3M3";
"1981-08";"ESTR";
"1981-08";"EURIBOR";
"1981-08";"3M4";
"1981-09";"SARON";
"1981-09";"1TGT";"3.5"
"1981-09";"EG3M";
"1981-09";"3M0";
"1981-09";"SOFR";
"1981-09";"3M1";
"1981-09";"TONA";
"1981-09";"3M2";
"1981-09";"SONIA";
"1981-09";"3M3";
"1981-09";"ESTR";
"1981-09";"EURIBOR";
"1981-09";"3M4";
"1981-10";"SARON";
"1981-10";"1TGT";"3.1875"
"1981-10";"EG3M";
"1981-10";"3M0";
"1981-10";"SOFR";
"1981-10";"3M1";
"1981-10";"TONA";
"1981-10";"3M2";
"1981-10";"SONIA";
"1981-10";"3M3";
"1981-10";"ESTR";
"1981-10";"EURIBOR";
"1981-10";"3M4";
"1981-11";"SARON";
"1981-11";"1TGT";"2.0625"
"1981-11";"EG3M";
"1981-11";"3M0";
"1981-11";"SOFR";
"1981-11";"3M1";
"1981-11";"TONA";
"1981-11";"3M2";
"1981-11";"SONIA";
"1981-11";"3M3";
"1981-11";"ESTR";
"1981-11";"EURIBOR";
"1981-11";"3M4";
"1981-12";"SARON";
"1981-12";"1TGT";"4.75"
"1981-12";"EG3M";
"1981-12";"3M0";
"1981-12";"SOFR";
"1981-12";"3M1";
"1981-12";"TONA";
"1981-12";"3M2";
"1981-12";"SONIA";
"1981-12";"3M3";
"1981-12";"ESTR";
"1981-12";"EURIBOR";
"1981-12";"3M4";
"1982-01";"SARON";
"1982-01";"1TGT";"3.1875"
"1982-01";"EG3M";
"1982-01";"3M0";
"1982-01";"SOFR";
"1982-01";"3M1";
"1982-01";"TONA";
"1982-01";"3M2";
"1982-01";"SONIA";
"1982-01";"3M3";
"1982-01";"ESTR";
"1982-01";"EURIBOR";
"1982-01";"3M4";
"1982-02";"SARON";
"1982-02";"1TGT";"4.5"
"1982-02";"EG3M";
"1982-02";"3M0";
"1982-02";"SOFR";
"1982-02";"3M1";
"1982-02";"TONA";
"1982-02";"3M2";
"1982-02";"SONIA";
"1982-02";"3M3";
"1982-02";"ESTR";
"1982-02";"EURIBOR";
"1982-02";"3M4";
"1982-03";"SARON";
"1982-03";"1TGT";"0.25"
"1982-03";"EG3M";
"1982-03";"3M0";
"1982-03";"SOFR";
"1982-03";"3M1";
"1982-03";"TONA";
"1982-03";"3M2";
"1982-03";"SONIA";
"1982-03";"3M3";
"1982-03";"ESTR";
"1982-03";"EURIBOR";
"1982-03";"3M4";
"1982-04";"SARON";
"1982-04";"1TGT";"1.875"
"1982-04";"EG3M";
"1982-04";"3M0";
"1982-04";"SOFR";
"1982-04";"3M1";
"1982-04";"TONA";
"1982-04";"3M2";
"1982-04";"SONIA";
"1982-04";"3M3";
"1982-04";"ESTR";
"1982-04";"EURIBOR";
"1982-04";"3M4";
"1982-05";"SARON";
"1982-05";"1TGT";"0.25"
"1982-05";"EG3M";
"1982-05";"3M0";
"1982-05";"SOFR";
"1982-05";"3M1";
"1982-05";"TONA";
"1982-05";"3M2";
"1982-05";"SONIA";
"1982-05";"3M3";
"1982-05";"ESTR";
"1982-05";"EURIBOR";
"1982-05";"3M4";
"1982-06";"SARON";
"1982-06";"1TGT";"0"
"1982-06";"EG3M";
"1982-06";"3M0";
"1982-06";"SOFR";
"1982-06";"3M1";
"1982-06";"TONA";
"1982-06";"3M2";
"1982-06";"SONIA";
"1982-06";"3M3";
"1982-06";"ESTR";
"1982-06";"EURIBOR";
"1982-06";"3M4";
"1982-07";"SARON";
"1982-07";"1TGT";"0.5625"
"1982-07";"EG3M";
"1982-07";"3M0";
"1982-07";"SOFR";
"1982-07";"3M1";
"1982-07";"TONA";
"1982-07";"3M2";
"1982-07";"SONIA";
"1982-07";"3M3";
"1982-07";"ESTR";
"1982-07";"EURIBOR";
"1982-07";"3M4";
"1982-08";"SARON";
"1982-08";"1TGT";"0"
"1982-08";"EG3M";
"1982-08";"3M0";
"1982-08";"SOFR";
"1982-08";"3M1";
"1982-08";"TONA";
"1982-08";"3M2";
"1982-08";"SONIA";
"1982-08";"3M3";
"1982-08";"ESTR";
"1982-08";"EURIBOR";
"1982-08";"3M4";
"1982-09";"SARON";
"1982-09";"1TGT";"0.75"
"1982-09";"EG3M";
"1982-09";"3M0";
"1982-09";"SOFR";
"1982-09";"3M1";
"1982-09";"TONA";
"1982-09";"3M2";
"1982-09";"SONIA";
"1982-09";"3M3";
"1982-09";"ESTR";
"1982-09";"EURIBOR";
"1982-09";"3M4";
"1982-10";"SARON";
"1982-10";"1TGT";"1"
"1982-10";"EG3M";
"1982-10";"3M0";
"1982-10";"SOFR";
"1982-10";"3M1";
"1982-10";"TONA";
"1982-10";"3M2";
"1982-10";"SONIA";
"1982-10";"3M3";
"1982-10";"ESTR";
"1982-10";"EURIBOR";
"1982-10";"3M4";
"1982-11";"SARON";
"1982-11";"1TGT";"1.125"
"1982-11";"EG3M";
"1982-11";"3M0";
"1982-11";"SOFR";
"1982-11";"3M1";
"1982-11";"TONA";
"1982-11";"3M2";
"1982-11";"SONIA";
"1982-11";"3M3";
"1982-11";"ESTR";
"1982-11";"EURIBOR";
"1982-11";"3M4";
"1982-12";"SARON";
"1982-12";"1TGT";"0"
"1982-12";"EG3M";
"1982-12";"3M0";
"1982-12";"SOFR";
"1982-12";"3M1";
"1982-12";"TONA";
"1982-12";"3M2";
"1982-12";"SONIA";
"1982-12";"3M3";
"1982-12";"ESTR";
"1982-12";"EURIBOR";
"1982-12";"3M4";
"1983-01";"SARON";
"1983-01";"1TGT";"1.5"
"1983-01";"EG3M";
"1983-01";"3M0";
"1983-01";"SOFR";
"1983-01";"3M1";
"1983-01";"TONA";
"1983-01";"3M2";
"1983-01";"SONIA";
"1983-01";"3M3";
"1983-01";"ESTR";
"1983-01";"EURIBOR";
"1983-01";"3M4";
"1983-02";"SARON";
"1983-02";"1TGT";"0.6875"
"1983-02";"EG3M";
"1983-02";"3M0";
"1983-02";"SOFR";
"1983-02";"3M1";
"1983-02";"TONA";
"1983-02";"3M2";
"1983-02";"SONIA";
"1983-02";"3M3";
"1983-02";"ESTR";
"1983-02";"EURIBOR";
"1983-02";"3M4";
"1983-03";"SARON";
"1983-03";"1TGT";"3.0625"
"1983-03";"EG3M";
"1983-03";"3M0";
"1983-03";"SOFR";
"1983-03";"3M1";
"1983-03";"TONA";
"1983-03";"3M2";
"1983-03";"SONIA";
"1983-03";"3M3";
"1983-03";"ESTR";
"1983-03";"EURIBOR";
"1983-03";"3M4";
"1983-04";"SARON";
"1983-04";"1TGT";"0.125"
"1983-04";"EG3M";
"1983-04";"3M0";
"1983-04";"SOFR";
"1983-04";"3M1";
"1983-04";"TONA";
"1983-04";"3M2";
"1983-04";"SONIA";
"1983-04";"3M3";
"1983-04";"ESTR";
"1983-04";"EURIBOR";
"1983-04";"3M4";
"1983-05";"SARON";
"1983-05";"1TGT";"2.6875"
"1983-05";"EG3M";
"1983-05";"3M0";
"1983-05";"SOFR";
"1983-05";"3M1";
"1983-05";"TONA";
"1983-05";"3M2";
"1983-05";"SONIA";
"1983-05";"3M3";
"1983-05";"ESTR";
"1983-05";"EURIBOR";
"1983-05";"3M4";
"1983-06";"SARON";
"1983-06";"1TGT";"2.1875"
"1983-06";"EG3M";
"1983-06";"3M0";
"1983-06";"SOFR";
"1983-06";"3M1";
"1983-06";"TONA";
"1983-06";"3M2";
"1983-06";"SONIA";
"1983-06";"3M3";
"1983-06";"ESTR";
"1983-06";"EURIBOR";
"1983-06";"3M4";
"1983-07";"SARON";
"1983-07";"1TGT";"2.625"
"1983-07";"EG3M";
"1983-07";"3M0";
"1983-07";"SOFR";
"1983-07";"3M1";
"1983-07";"TONA";
"1983-07";"3M2";
"1983-07";"SONIA";
"1983-07";"3M3";
"1983-07";"ESTR";
"1983-07";"EURIBOR";
"1983-07";"3M4";
"1983-08";"SARON";
"1983-08";"1TGT";"1.375"
"1983-08";"EG3M";
"1983-08";"3M0";
"1983-08";"SOFR";
"1983-08";"3M1";
"1983-08";"TONA";
"1983-08";"3M2";
"1983-08";"SONIA";
"1983-08";"3M3";
"1983-08";"ESTR";
"1983-08";"EURIBOR";
"1983-08";"3M4";
"1983-09";"SARON";
"1983-09";"1TGT";"0.375"
"1983-09";"EG3M";
"1983-09";"3M0";
"1983-09";"SOFR";
"1983-09";"3M1";
"1983-09";"TONA";
"1983-09";"3M2";
"1983-09";"SONIA";
"1983-09";"3M3";
"1983-09";"ESTR";
"1983-09";"EURIBOR";
"1983-09";"3M4";
"1983-10";"SARON";
"1983-10";"1TGT";"0.25"
"1983-10";"EG3M";
"1983-10";"3M0";
"1983-10";"SOFR";
"1983-10";"3M1";
"1983-10";"TONA";
"1983-10";"3M2";
"1983-10";"SONIA";
"1983-10";"3M3";
"1983-10";"ESTR";
"1983-10";"EURIBOR";
"1983-10";"3M4";
"1983-11";"SARON";
"1983-11";"1TGT";"0.5"
"1983-11";"EG3M";
"1983-11";"3M0";
"1983-11";"SOFR";
"1983-11";"3M1";
"1983-11";"TONA";
"1983-11";"3M2";
"1983-11";"SONIA";
"1983-11";"3M3";
"1983-11";"ESTR";
"1983-11";"EURIBOR";
"1983-11";"3M4";
"1983-12";"SARON";
"1983-12";"1TGT";"0.9375"
"1983-12";"EG3M";
"1983-12";"3M0";
"1983-12";"SOFR";
"1983-12";"3M1";
"1983-12";"TONA";
"1983-12";"3M2";
"1983-12";"SONIA";
"1983-12";"3M3";
"1983-12";"ESTR";
"1983-12";"EURIBOR";
"1983-12";"3M4";
"1984-01";"SARON";
"1984-01";"1TGT";"0.875"
"1984-01";"EG3M";
"1984-01";"3M0";
"1984-01";"SOFR";
"1984-01";"3M1";
"1984-01";"TONA";
"1984-01";"3M2";
"1984-01";"SONIA";
"1984-01";"3M3";
"1984-01";"ESTR";
"1984-01";"EURIBOR";
"1984-01";"3M4";
"1984-02";"SARON";
"1984-02";"1TGT";"0.9375"
"1984-02";"EG3M";
"1984-02";"3M0";
"1984-02";"SOFR";
"1984-02";"3M1";
"1984-02";"TONA";
"1984-02";"3M2";
"1984-02";"SONIA";
"1984-02";"3M3";
"1984-02";"ESTR";
"1984-02";"EURIBOR";
"1984-02";"3M4";
"1984-03";"SARON";
"1984-03";"1TGT";"0.9375"
"1984-03";"EG3M";
"1984-03";"3M0";
"1984-03";"SOFR";
"1984-03";"3M1";
"1984-03";"TONA";
"1984-03";"3M2";
"1984-03";"SONIA";
"1984-03";"3M3";
"1984-03";"ESTR";
"1984-03";"EURIBOR";
"1984-03";"3M4";
"1984-04";"SARON";
"1984-04";"1TGT";"2.75"
"1984-04";"EG3M";
"1984-04";"3M0";
"1984-04";"SOFR";
"1984-04";"3M1";
"1984-04";"TONA";
"1984-04";"3M2";
"1984-04";"SONIA";
"1984-04";"3M3";
"1984-04";"ESTR";
"1984-04";"EURIBOR";
"1984-04";"3M4";
"1984-05";"SARON";
"1984-05";"1TGT";"0.875"
"1984-05";"EG3M";
"1984-05";"3M0";
"1984-05";"SOFR";
"1984-05";"3M1";
"1984-05";"TONA";
"1984-05";"3M2";
"1984-05";"SONIA";
"1984-05";"3M3";
"1984-05";"ESTR";
"1984-05";"EURIBOR";
"1984-05";"3M4";
"1984-06";"SARON";
"1984-06";"1TGT";"0.5"
"1984-06";"EG3M";
"1984-06";"3M0";
"1984-06";"SOFR";
"1984-06";"3M1";
"1984-06";"TONA";
"1984-06";"3M2";
"1984-06";"SONIA";
"1984-06";"3M3";
"1984-06";"ESTR";
"1984-06";"EURIBOR";
"1984-06";"3M4";
"1984-07";"SARON";
"1984-07";"1TGT";"1.9375"
"1984-07";"EG3M";
"1984-07";"3M0";
"1984-07";"SOFR";
"1984-07";"3M1";
"1984-07";"TONA";
"1984-07";"3M2";
"1984-07";"SONIA";
"1984-07";"3M3";
"1984-07";"ESTR";
"1984-07";"EURIBOR";
"1984-07";"3M4";
"1984-08";"SARON";
"1984-08";"1TGT";"0.8125"
"1984-08";"EG3M";
"1984-08";"3M0";
"1984-08";"SOFR";
"1984-08";"3M1";
"1984-08";"TONA";
"1984-08";"3M2";
"1984-08";"SONIA";
"1984-08";"3M3";
"1984-08";"ESTR";
"1984-08";"EURIBOR";
"1984-08";"3M4";
"1984-09";"SARON";
"1984-09";"1TGT";"0.5625"
"1984-09";"EG3M";
"1984-09";"3M0";
"1984-09";"SOFR";
"1984-09";"3M1";
"1984-09";"TONA";
"1984-09";"3M2";
"1984-09";"SONIA";
"1984-09";"3M3";
"1984-09";"ESTR";
"1984-09";"EURIBOR";
"1984-09";"3M4";
"1984-10";"SARON";
"1984-10";"1TGT";"1.5"
"1984-10";"EG3M";
"1984-10";"3M0";
"1984-10";"SOFR";
"1984-10";"3M1";
"1984-10";"TONA";
"1984-10";"3M2";
"1984-10";"SONIA";
"1984-10";"3M3";
"1984-10";"ESTR";
"1984-10";"EURIBOR";
"1984-10";"3M4";
"1984-11";"SARON";
"1984-11";"1TGT";"0.5"
"1984-11";"EG3M";
"1984-11";"3M0";
"1984-11";"SOFR";
"1984-11";"3M1";
"1984-11";"TONA";
"1984-11";"3M2";
"1984-11";"SONIA";
"1984-11";"3M3";
"1984-11";"ESTR";
"1984-11";"EURIBOR";
"1984-11";"3M4";
"1984-12";"SARON";
"1984-12";"1TGT";"6.625"
"1984-12";"EG3M";
"1984-12";"3M0";
"1984-12";"SOFR";
"1984-12";"3M1";
"1984-12";"TONA";
"1984-12";"3M2";
"1984-12";"SONIA";
"1984-12";"3M3";
"1984-12";"ESTR";
"1984-12";"EURIBOR";
"1984-12";"3M4";
"1985-01";"SARON";
"1985-01";"1TGT";"1.1875"
"1985-01";"EG3M";
"1985-01";"3M0";
"1985-01";"SOFR";
"1985-01";"3M1";
"1985-01";"TONA";
"1985-01";"3M2";
"1985-01";"SONIA";
"1985-01";"3M3";
"1985-01";"ESTR";
"1985-01";"EURIBOR";
"1985-01";"3M4";
"1985-02";"SARON";
"1985-02";"1TGT";"1.625"
"1985-02";"EG3M";
"1985-02";"3M0";
"1985-02";"SOFR";
"1985-02";"3M1";
"1985-02";"TONA";
"1985-02";"3M2";
"1985-02";"SONIA";
"1985-02";"3M3";
"1985-02";"ESTR";
"1985-02";"EURIBOR";
"1985-02";"3M4";
"1985-03";"SARON";
"1985-03";"1TGT";"0"
"1985-03";"EG3M";
"1985-03";"3M0";
"1985-03";"SOFR";
"1985-03";"3M1";
"1985-03";"TONA";
"1985-03";"3M2";
"1985-03";"SONIA";
"1985-03";"3M3";
"1985-03";"ESTR";
"1985-03";"EURIBOR";
"1985-03";"3M4";
"1985-04";"SARON";
"1985-04";"1TGT";"0.6875"
"1985-04";"EG3M";
"1985-04";"3M0";
"1985-04";"SOFR";
"1985-04";"3M1";
"1985-04";"TONA";
"1985-04";"3M2";
"1985-04";"SONIA";
"1985-04";"3M3";
"1985-04";"ESTR";
"1985-04";"EURIBOR";
"1985-04";"3M4";
"1985-05";"SARON";
"1985-05";"1TGT";"0.75"
"1985-05";"EG3M";
"1985-05";"3M0";
"1985-05";"SOFR";
"1985-05";"3M1";
"1985-05";"TONA";
"1985-05";"3M2";
"1985-05";"SONIA";
"1985-05";"3M3";
"1985-05";"ESTR";
"1985-05";"EURIBOR";
"1985-05";"3M4";
"1985-06";"SARON";
"1985-06";"1TGT";"1"
"1985-06";"EG3M";
"1985-06";"3M0";
"1985-06";"SOFR";
"1985-06";"3M1";
"1985-06";"TONA";
"1985-06";"3M2";
"1985-06";"SONIA";
"1985-06";"3M3";
"1985-06";"ESTR";
"1985-06";"EURIBOR";
"1985-06";"3M4";
"1985-07";"SARON";
"1985-07";"1TGT";"0.6875"
"1985-07";"EG3M";
"1985-07";"3M0";
"1985-07";"SOFR";
"1985-07";"3M1";
"1985-07";"TONA";
"1985-07";"3M2";
"1985-07";"SONIA";
"1985-07";"3M3";
"1985-07";"ESTR";
"1985-07";"EURIBOR";
"1985-07";"3M4";
"1985-08";"SARON";
"1985-08";"1TGT";"0.75"
"1985-08";"EG3M";
"1985-08";"3M0";
"1985-08";"SOFR";
"1985-08";"3M1";
"1985-08";"TONA";
"1985-08";"3M2";
"1985-08";"SONIA";
"1985-08";"3M3";
"1985-08";"ESTR";
"1985-08";"EURIBOR";
"1985-08";"3M4";
"1985-09";"SARON";
