"CubeId";"zimoma"
"PublishingDate";"2023-04-03 14:30"

"Date";"D0";"Value"
"1985-09";"1TGT";"0.0625"
"1985-09";"EG3M";
"1985-09";"3M0";
"1985-09";"SOFR";
"1985-09";"3M1";
"1985-09";"TONA";
"1985-09";"3M2";
"1985-09";"SONIA";
"1985-09";"3M3";
"1985-09";"ESTR";
"1985-09";"EURIBOR";
"1985-09";"3M4";
"1985-10";"SARON";
"1985-10";"1TGT";"0"
"1985-10";"EG3M";
"1985-10";"3M0";
"1985-10";"SOFR";
"1985-10";"3M1";
"1985-10";"TONA";
"1985-10";"3M2";
"1985-10";"SONIA";
"1985-10";"3M3";
"1985-10";"ESTR";
"1985-10";"EURIBOR";
"1985-10";"3M4";
"1985-11";"SARON";
"1985-11";"1TGT";"0.6875"
"1985-11";"EG3M";
"1985-11";"3M0";
"1985-11";"SOFR";
"1985-11";"3M1";
"1985-11";"TONA";
"1985-11";"3M2";
"1985-11";"SONIA";
"1985-11";"3M3";
"1985-11";"ESTR";
"1985-11";"EURIBOR";
"1985-11";"3M4";
"1985-12";"SARON";
"1985-12";"1TGT";"1.25"
"1985-12";"EG3M";
"1985-12";"3M0";
"1985-12";"SOFR";
"1985-12";"3M1";
"1985-12";"TONA";
"1985-12";"3M2";
"1985-12";"SONIA";
"1985-12";"3M3";
"1985-12";"ESTR";
"1985-12";"EURIBOR";
"1985-12";"3M4";
"1986-01";"SARON";
"1986-01";"1TGT";"0.75"
"1986-01";"EG3M";
"1986-01";"3M0";
"1986-01";"SOFR";
"1986-01";"3M1";
"1986-01";"TONA";
"1986-01";"3M2";
"1986-01";"SONIA";
"1986-01";"3M3";
"1986-01";"ESTR";
"1986-01";"EURIBOR";
"1986-01";"3M4";
"1986-02";"SARON";
"1986-02";"1TGT";"2.125"
"1986-02";"EG3M";
"1986-02";"3M0";
"1986-02";"SOFR";
"1986-02";"3M1";
"1986-02";"TONA";
"1986-02";"3M2";
"1986-02";"SONIA";
"1986-02";"3M3";
"1986-02";"ESTR";
"1986-02";"EURIBOR";
"1986-02";"3M4";
"1986-03";"SARON";
"1986-03";"1TGT";"1.8125"
"1986-03";"EG3M";
"1986-03";"3M0";
"1986-03";"SOFR";
"1986-03";"3M1";
"1986-03";"TONA";
"1986-03";"3M2";
"1986-03";"SONIA";
"1986-03";"3M3";
"1986-03";"ESTR";
"1986-03";"EURIBOR";
"1986-03";"3M4";
"1986-04";"SARON";
"1986-04";"1TGT";"1"
"1986-04";"EG3M";
"1986-04";"3M0";
"1986-04";"SOFR";
"1986-04";"3M1";
"1986-04";"TONA";
"1986-04";"3M2";
"1986-04";"SONIA";
"1986-04";"3M3";
"1986-04";"ESTR";
"1986-04";"EURIBOR";
"1986-04";"3M4";
"1986-05";"SARON";
"1986-05";"1TGT";"0.8125"
"1986-05";"EG3M";
"1986-05";"3M0";
"1986-05";"SOFR";
"1986-05";"3M1";
"1986-05";"TONA";
"1986-05";"3M2";
"1986-05";"SONIA";
"1986-05";"3M3";
"1986-05";"ESTR";
"1986-05";"EURIBOR";
"1986-05";"3M4";
"1986-06";"SARON";
"1986-06";"1TGT";"0.9375"
"1986-06";"EG3M";
"1986-06";"3M0";
"1986-06";"SOFR";
"1986-06";"3M1";
"1986-06";"TONA";
"1986-06";"3M2";
"1986-06";"SONIA";
"1986-06";"3M3";
"1986-06";"ESTR";
"1986-06";"EURIBOR";
"1986-06";"3M4";
"1986-07";"SARON";
"1986-07";"1TGT";"0.75"
"1986-07";"EG3M";
"1986-07";"3M0";
"1986-07";"SOFR";
"1986-07";"3M1";
"1986-07";"TONA";
"1986-07";"3M2";
"1986-07";"SONIA";
"1986-07";"3M3";
"1986-07";"ESTR";
"1986-07";"EURIBOR";
"1986-07";"3M4";
"1986-08";"SARON";
"1986-08";"1TGT";"1.5625"
"1986-08";"EG3M";
"1986-08";"3M0";
"1986-08";"SOFR";
"1986-08";"3M1";
"1986-08";"TONA";
"1986-08";"3M2";
"1986-08";"SONIA";
"1986-08";"3M3";
"1986-08";"ESTR";
"1986-08";"EURIBOR";
"1986-08";"3M4";
"1986-09";"SARON";
"1986-09";"1TGT";"0"
"1986-09";"EG3M";
"1986-09";"3M0";
"1986-09";"SOFR";
"1986-09";"3M1";
"1986-09";"TONA";
"1986-09";"3M2";
"1986-09";"SONIA";
"1986-09";"3M3";
"1986-09";"ESTR";
"1986-09";"EURIBOR";
"1986-09";"3M4";
"1986-10";"SARON";
"1986-10";"1TGT";"0.25"
"1986-10";"EG3M";
"1986-10";"3M0";
"1986-10";"SOFR";
"1986-10";"3M1";
"1986-10";"TONA";
"1986-10";"3M2";
"1986-10";"SONIA";
"1986-10";"3M3";
"1986-10";"ESTR";
"1986-10";"EURIBOR";
"1986-10";"3M4";
"1986-11";"SARON";
"1986-11";"1TGT";"0.5"
"1986-11";"EG3M";
"1986-11";"3M0";
"1986-11";"SOFR";
"1986-11";"3M1";
"1986-11";"TONA";
"1986-11";"3M2";
"1986-11";"SONIA";
"1986-11";"3M3";
"1986-11";"ESTR";
"1986-11";"EURIBOR";
"1986-11";"3M4";
"1986-12";"SARON";
"1986-12";"1TGT";"2.5"
"1986-12";"EG3M";
"1986-12";"3M0";
"1986-12";"SOFR";
"1986-12";"3M1";
"1986-12";"TONA";
"1986-12";"3M2";
"1986-12";"SONIA";
"1986-12";"3M3";
"1986-12";"ESTR";
"1986-12";"EURIBOR";
"1986-12";"3M4";
"1987-01";"SARON";
"1987-01";"1TGT";"2.5"
"1987-01";"EG3M";
"1987-01";"3M0";
"1987-01";"SOFR";
"1987-01";"3M1";"6.25"
"1987-01";"TONA";
"1987-01";"3M2";
"1987-01";"SONIA";
"1987-01";"3M3";"11.125"
"1987-01";"ESTR";
"1987-01";"EURIBOR";
"1987-01";"3M4";
"1987-02";"SARON";
"1987-02";"1TGT";"2.875"
"1987-02";"EG3M";
"1987-02";"3M0";
"1987-02";"SOFR";
"1987-02";"3M1";"6.4375"
"1987-02";"TONA";
"1987-02";"3M2";
"1987-02";"SONIA";
"1987-02";"3M3";"10.85938"
"1987-02";"ESTR";
"1987-02";"EURIBOR";
"1987-02";"3M4";
"1987-03";"SARON";
"1987-03";"1TGT";"0.875"
"1987-03";"EG3M";
"1987-03";"3M0";
"1987-03";"SOFR";
"1987-03";"3M1";"6.6875"
"1987-03";"TONA";
"1987-03";"3M2";
"1987-03";"SONIA";
"1987-03";"3M3";"10"
"1987-03";"ESTR";
"1987-03";"EURIBOR";
"1987-03";"3M4";
"1987-04";"SARON";
"1987-04";"1TGT";"2"
"1987-04";"EG3M";
"1987-04";"3M0";
"1987-04";"SOFR";
"1987-04";"3M1";"7.125"
"1987-04";"TONA";
"1987-04";"3M2";
"1987-04";"SONIA";
"1987-04";"3M3";"9.375"
"1987-04";"ESTR";
"1987-04";"EURIBOR";
"1987-04";"3M4";
"1987-05";"SARON";
"1987-05";"1TGT";"1.5625"
"1987-05";"EG3M";
"1987-05";"3M0";
"1987-05";"SOFR";
"1987-05";"3M1";"7.375"
"1987-05";"TONA";
"1987-05";"3M2";
"1987-05";"SONIA";
"1987-05";"3M3";"9"
"1987-05";"ESTR";
"1987-05";"EURIBOR";
"1987-05";"3M4";
"1987-06";"SARON";
"1987-06";"1TGT";"2.8125"
"1987-06";"EG3M";
"1987-06";"3M0";
"1987-06";"SOFR";
"1987-06";"3M1";"7.1875"
"1987-06";"TONA";
"1987-06";"3M2";
"1987-06";"SONIA";
"1987-06";"3M3";"9.25"
"1987-06";"ESTR";
"1987-06";"EURIBOR";
"1987-06";"3M4";
"1987-07";"SARON";
"1987-07";"1TGT";"2.3125"
"1987-07";"EG3M";
"1987-07";"3M0";
"1987-07";"SOFR";
"1987-07";"3M1";"7"
"1987-07";"TONA";
"1987-07";"3M2";
"1987-07";"SONIA";
"1987-07";"3M3";"9.39063"
"1987-07";"ESTR";
"1987-07";"EURIBOR";
"1987-07";"3M4";
"1987-08";"SARON";
"1987-08";"1TGT";"1.5625"
"1987-08";"EG3M";
"1987-08";"3M0";
"1987-08";"SOFR";
"1987-08";"3M1";"7.1875"
"1987-08";"TONA";
"1987-08";"3M2";
"1987-08";"SONIA";
"1987-08";"3M3";"10.4375"
"1987-08";"ESTR";
"1987-08";"EURIBOR";
"1987-08";"3M4";
"1987-09";"SARON";
"1987-09";"1TGT";"0.75"
"1987-09";"EG3M";
"1987-09";"3M0";
"1987-09";"SOFR";
"1987-09";"3M1";"8.375"
"1987-09";"TONA";
"1987-09";"3M2";
"1987-09";"SONIA";
"1987-09";"3M3";"10.3125"
"1987-09";"ESTR";
"1987-09";"EURIBOR";
"1987-09";"3M4";
"1987-10";"SARON";
"1987-10";"1TGT";"1.1875"
"1987-10";"EG3M";
"1987-10";"3M0";
"1987-10";"SOFR";
"1987-10";"3M1";"7.625"
"1987-10";"TONA";
"1987-10";"3M2";
"1987-10";"SONIA";
"1987-10";"3M3";"9.25"
"1987-10";"ESTR";
"1987-10";"EURIBOR";
"1987-10";"3M4";
"1987-11";"SARON";
"1987-11";"1TGT";"1.25"
"1987-11";"EG3M";
"1987-11";"3M0";
"1987-11";"SOFR";
"1987-11";"3M1";"8"
"1987-11";"TONA";
"1987-11";"3M2";
"1987-11";"SONIA";
"1987-11";"3M3";"9"
"1987-11";"ESTR";
"1987-11";"EURIBOR";
"1987-11";"3M4";
"1987-12";"SARON";
"1987-12";"1TGT";"0"
"1987-12";"EG3M";
"1987-12";"3M0";
"1987-12";"SOFR";
"1987-12";"3M1";"7.4375"
"1987-12";"TONA";
"1987-12";"3M2";
"1987-12";"SONIA";
"1987-12";"3M3";"7.4375"
"1987-12";"ESTR";
"1987-12";"EURIBOR";
"1987-12";"3M4";
"1988-01";"SARON";
"1988-01";"1TGT";"0.5625"
"1988-01";"EG3M";
"1988-01";"3M0";
"1988-01";"SOFR";
"1988-01";"3M1";"6.9375"
"1988-01";"TONA";
"1988-01";"3M2";
"1988-01";"SONIA";
"1988-01";"3M3";"8.8125"
"1988-01";"ESTR";
"1988-01";"EURIBOR";
"1988-01";"3M4";
"1988-02";"SARON";
"1988-02";"1TGT";"0.5625"
"1988-02";"EG3M";
"1988-02";"3M0";
"1988-02";"SOFR";
"1988-02";"3M1";"6.8125"
"1988-02";"TONA";
"1988-02";"3M2";
"1988-02";"SONIA";
"1988-02";"3M3";"9.39063"
"1988-02";"ESTR";
"1988-02";"EURIBOR";
"1988-02";"3M4";
"1988-03";"SARON";
"1988-03";"1TGT";"1.375"
"1988-03";"EG3M";
"1988-03";"3M0";
"1988-03";"SOFR";
"1988-03";"3M1";"6.90625"
"1988-03";"TONA";
"1988-03";"3M2";
"1988-03";"SONIA";
"1988-03";"3M3";"8.6875"
"1988-03";"ESTR";
"1988-03";"EURIBOR";
"1988-03";"3M4";
"1988-04";"SARON";
"1988-04";"1TGT";"1.75"
"1988-04";"EG3M";
"1988-04";"3M0";
"1988-04";"SOFR";
"1988-04";"3M1";"7.3125"
"1988-04";"TONA";
"1988-04";"3M2";
"1988-04";"SONIA";
"1988-04";"3M3";"8.46875"
"1988-04";"ESTR";
"1988-04";"EURIBOR";
"1988-04";"3M4";
"1988-05";"SARON";
"1988-05";"1TGT";"2.75"
"1988-05";"EG3M";
"1988-05";"3M0";
"1988-05";"SOFR";
"1988-05";"3M1";"7.75"
"1988-05";"TONA";
"1988-05";"3M2";
"1988-05";"SONIA";
"1988-05";"3M3";"7.75"
"1988-05";"ESTR";
"1988-05";"EURIBOR";
"1988-05";"3M4";
"1988-06";"SARON";
"1988-06";"1TGT";"3.25"
"1988-06";"EG3M";
"1988-06";"3M0";
"1988-06";"SOFR";
"1988-06";"3M1";"7.9375"
"1988-06";"TONA";
"1988-06";"3M2";
"1988-06";"SONIA";
"1988-06";"3M3";"9.9375"
"1988-06";"ESTR";
"1988-06";"EURIBOR";
"1988-06";"3M4";
"1988-07";"SARON";
"1988-07";"1TGT";"2.6875"
"1988-07";"EG3M";
"1988-07";"3M0";
"1988-07";"SOFR";
"1988-07";"3M1";"8.4375"
"1988-07";"TONA";
"1988-07";"3M2";
"1988-07";"SONIA";
"1988-07";"3M3";"10.92188"
"1988-07";"ESTR";
"1988-07";"EURIBOR";
"1988-07";"3M4";
"1988-08";"SARON";
"1988-08";"1TGT";"3.0625"
"1988-08";"EG3M";
"1988-08";"3M0";
"1988-08";"SOFR";
"1988-08";"3M1";"8.5625"
"1988-08";"TONA";
"1988-08";"3M2";
"1988-08";"SONIA";
"1988-08";"3M3";"12.3125"
"1988-08";"ESTR";
"1988-08";"EURIBOR";
"1988-08";"3M4";
"1988-09";"SARON";
"1988-09";"1TGT";"2.25"
"1988-09";"EG3M";
"1988-09";"3M0";
"1988-09";"SOFR";
"1988-09";"3M1";"8.625"
"1988-09";"TONA";
"1988-09";"3M2";
"1988-09";"SONIA";
"1988-09";"3M3";"12"
"1988-09";"ESTR";
"1988-09";"EURIBOR";
"1988-09";"3M4";
"1988-10";"SARON";
"1988-10";"1TGT";"3.4375"
"1988-10";"EG3M";
"1988-10";"3M0";
"1988-10";"SOFR";
"1988-10";"3M1";"8.625"
"1988-10";"TONA";
"1988-10";"3M2";
"1988-10";"SONIA";
"1988-10";"3M3";"12.09375"
"1988-10";"ESTR";
"1988-10";"EURIBOR";
"1988-10";"3M4";
"1988-11";"SARON";
"1988-11";"1TGT";"4.5"
"1988-11";"EG3M";
"1988-11";"3M0";
"1988-11";"SOFR";
"1988-11";"3M1";"9.3125"
"1988-11";"TONA";
"1988-11";"3M2";
"1988-11";"SONIA";
"1988-11";"3M3";"13.1875"
"1988-11";"ESTR";
"1988-11";"EURIBOR";
"1988-11";"3M4";
"1988-12";"SARON";
"1988-12";"1TGT";"4.6875"
"1988-12";"EG3M";
"1988-12";"3M0";
"1988-12";"SOFR";
"1988-12";"3M1";"9.3125"
"1988-12";"TONA";
"1988-12";"3M2";
"1988-12";"SONIA";
"1988-12";"3M3";"13.1875"
"1988-12";"ESTR";
"1988-12";"EURIBOR";
"1988-12";"3M4";
"1989-01";"SARON";
"1989-01";"1TGT";"5"
"1989-01";"EG3M";
"1989-01";"3M0";"5.875"
"1989-01";"SOFR";
"1989-01";"3M1";"9.375"
"1989-01";"TONA";
"1989-01";"3M2";"4.59375"
"1989-01";"SONIA";
"1989-01";"3M3";"13.0625"
"1989-01";"ESTR";
"1989-01";"EURIBOR";
"1989-01";"3M4";"8.4375"
"1989-02";"SARON";
"1989-02";"1TGT";"4.875"
"1989-02";"EG3M";
"1989-02";"3M0";"6.125"
"1989-02";"SOFR";
"1989-02";"3M1";"10.3125"
"1989-02";"TONA";
"1989-02";"3M2";"4.75"
"1989-02";"SONIA";
"1989-02";"3M3";"13.4375"
"1989-02";"ESTR";
"1989-02";"EURIBOR";
"1989-02";"3M4";"9.25"
"1989-03";"SARON";
"1989-03";"1TGT";"4.75"
"1989-03";"EG3M";
"1989-03";"3M0";"5.875"
"1989-03";"SOFR";
"1989-03";"3M1";"10.3125"
"1989-03";"TONA";
"1989-03";"3M2";"4.625"
"1989-03";"SONIA";
"1989-03";"3M3";"13.0625"
"1989-03";"ESTR";
"1989-03";"EURIBOR";
"1989-03";"3M4";"8.75"
"1989-04";"SARON";
"1989-04";"1TGT";"6.125"
"1989-04";"EG3M";
"1989-04";"3M0";"6.625"
"1989-04";"SOFR";
"1989-04";"3M1";"9.9375"
"1989-04";"TONA";
"1989-04";"3M2";"4.8125"
"1989-04";"SONIA";
"1989-04";"3M3";"13.01563"
"1989-04";"ESTR";
"1989-04";"EURIBOR";
"1989-04";"3M4";"8.625"
"1989-05";"SARON";
"1989-05";"1TGT";"8.1875"
"1989-05";"EG3M";
"1989-05";"3M0";"8.25"
"1989-05";"SOFR";
"1989-05";"3M1";"9.5625"
"1989-05";"TONA";
"1989-05";"3M2";"5.1875"
"1989-05";"SONIA";
"1989-05";"3M3";"14.28125"
"1989-05";"ESTR";
"1989-05";"EURIBOR";
"1989-05";"3M4";"9.25"
"1989-06";"SARON";
"1989-06";"1TGT";"7.5"
"1989-06";"EG3M";
"1989-06";"3M0";"7.5"
"1989-06";"SOFR";
"1989-06";"3M1";"9.3125"
"1989-06";"TONA";
"1989-06";"3M2";"5.53125"
"1989-06";"SONIA";
"1989-06";"3M3";"14.21875"
"1989-06";"ESTR";
"1989-06";"EURIBOR";
"1989-06";"3M4";"9.5"
"1989-07";"SARON";
"1989-07";"1TGT";"7"
"1989-07";"EG3M";
"1989-07";"3M0";"7"
"1989-07";"SOFR";
"1989-07";"3M1";"8.5625"
"1989-07";"TONA";
"1989-07";"3M2";"5.375"
"1989-07";"SONIA";
"1989-07";"3M3";"13.875"
"1989-07";"ESTR";
"1989-07";"EURIBOR";
"1989-07";"3M4";"9.25"
"1989-08";"SARON";
"1989-08";"1TGT";"7.0625"
"1989-08";"EG3M";
"1989-08";"3M0";"7.5"
"1989-08";"SOFR";
"1989-08";"3M1";"9"
"1989-08";"TONA";
"1989-08";"3M2";"5.5625"
"1989-08";"SONIA";
"1989-08";"3M3";"14"
"1989-08";"ESTR";
"1989-08";"EURIBOR";
"1989-08";"3M4";"9.75"
"1989-09";"SARON";
"1989-09";"1TGT";"7"
"1989-09";"EG3M";
"1989-09";"3M0";"7.9375"
"1989-09";"SOFR";
"1989-09";"3M1";"9.1875"
"1989-09";"TONA";
"1989-09";"3M2";"5.6875"
"1989-09";"SONIA";
"1989-09";"3M3";"14.875"
"1989-09";"ESTR";
"1989-09";"EURIBOR";
"1989-09";"3M4";"10.4375"
"1989-10";"SARON";
"1989-10";"1TGT";"7.375"
"1989-10";"EG3M";
"1989-10";"3M0";"8"
"1989-10";"SOFR";
"1989-10";"3M1";"8.6875"
"1989-10";"TONA";
"1989-10";"3M2";"6.5625"
"1989-10";"SONIA";
"1989-10";"3M3";"15.375"
"1989-10";"ESTR";
"1989-10";"EURIBOR";
"1989-10";"3M4";"10.8125"
"1989-11";"SARON";
"1989-11";"1TGT";"7.375"
"1989-11";"EG3M";
"1989-11";"3M0";"7.9375"
"1989-11";"SOFR";
"1989-11";"3M1";"8.5"
"1989-11";"TONA";
"1989-11";"3M2";"6.6875"
"1989-11";"SONIA";
"1989-11";"3M3";"15.25"
"1989-11";"ESTR";
"1989-11";"EURIBOR";
"1989-11";"3M4";"11"
"1989-12";"SARON";
"1989-12";"1TGT";"9.6875"
"1989-12";"EG3M";
"1989-12";"3M0";"9.1875"
"1989-12";"SOFR";
"1989-12";"3M1";"8.375"
"1989-12";"TONA";
"1989-12";"3M2";"6.9375"
"1989-12";"SONIA";
"1989-12";"3M3";"15.1875"
"1989-12";"ESTR";
"1989-12";"EURIBOR";
"1989-12";"3M4";"11.375"
"1990-01";"SARON";
"1990-01";"1TGT";"8.625"
"1990-01";"EG3M";
"1990-01";"3M0";"9.6875"
"1990-01";"SOFR";
"1990-01";"3M1";"8.375"
"1990-01";"TONA";
"1990-01";"3M2";"7.0625"
"1990-01";"SONIA";
"1990-01";"3M3";"15.125"
"1990-01";"ESTR";
"1990-01";"EURIBOR";
"1990-01";"3M4";"11.125"
"1990-02";"SARON";
"1990-02";"1TGT";"8.6875"
"1990-02";"EG3M";
"1990-02";"3M0";"9.3125"
"1990-02";"SOFR";
"1990-02";"3M1";"8.375"
"1990-02";"TONA";
"1990-02";"3M2";"7.375"
"1990-02";"SONIA";
"1990-02";"3M3";"15.1875"
"1990-02";"ESTR";
"1990-02";"EURIBOR";
"1990-02";"3M4";"11.125"
"1990-03";"SARON";
"1990-03";"1TGT";"8.5"
"1990-03";"EG3M";
"1990-03";"3M0";"9"
"1990-03";"SOFR";
"1990-03";"3M1";"8.5"
"1990-03";"TONA";
"1990-03";"3M2";"7.4375"
"1990-03";"SONIA";
"1990-03";"3M3";"15.25"
"1990-03";"ESTR";
"1990-03";"EURIBOR";
"1990-03";"3M4";"10.1875"
"1990-04";"SARON";
"1990-04";"1TGT";"8.625"
"1990-04";"EG3M";
"1990-04";"3M0";"9.375"
"1990-04";"SOFR";
"1990-04";"3M1";"8.6875"
"1990-04";"TONA";
"1990-04";"3M2";"7.4375"
"1990-04";"SONIA";
"1990-04";"3M3";"15.375"
"1990-04";"ESTR";
"1990-04";"EURIBOR";
"1990-04";"3M4";"10.6875"
"1990-05";"SARON";
"1990-05";"1TGT";"8.875"
"1990-05";"EG3M";
"1990-05";"3M0";"8.8125"
"1990-05";"SOFR";
"1990-05";"3M1";"8.375"
"1990-05";"TONA";
"1990-05";"3M2";"7.375"
"1990-05";"SONIA";
"1990-05";"3M3";"15.1875"
"1990-05";"ESTR";
"1990-05";"EURIBOR";
"1990-05";"3M4";"10.25"
"1990-06";"SARON";
"1990-06";"1TGT";"8.9375"
"1990-06";"EG3M";
"1990-06";"3M0";"9"
"1990-06";"SOFR";
"1990-06";"3M1";"8.375"
"1990-06";"TONA";
"1990-06";"3M2";"7.75"
"1990-06";"SONIA";
"1990-06";"3M3";"15"
"1990-06";"ESTR";
"1990-06";"EURIBOR";
"1990-06";"3M4";"10.375"
"1990-07";"SARON";
"1990-07";"1TGT";"8.5625"
"1990-07";"EG3M";
"1990-07";"3M0";"8.95313"
"1990-07";"SOFR";
"1990-07";"3M1";"7.98438"
"1990-07";"TONA";
"1990-07";"3M2";"7.8125"
"1990-07";"SONIA";
"1990-07";"3M3";"15.0625"
"1990-07";"ESTR";
"1990-07";"EURIBOR";
"1990-07";"3M4";"10.0625"
"1990-08";"SARON";
"1990-08";"1TGT";"7.125"
"1990-08";"EG3M";
"1990-08";"3M0";"8.625"
"1990-08";"SOFR";
"1990-08";"3M1";"8.0625"
"1990-08";"TONA";
"1990-08";"3M2";"8.25"
"1990-08";"SONIA";
"1990-08";"3M3";"15"
"1990-08";"ESTR";
"1990-08";"EURIBOR";
"1990-08";"3M4";"10.21875"
"1990-09";"SARON";
"1990-09";"1TGT";"7.25"
"1990-09";"EG3M";
"1990-09";"3M0";"8.25"
"1990-09";"SOFR";
"1990-09";"3M1";"8.3125"
"1990-09";"TONA";
"1990-09";"3M2";"8.5"
"1990-09";"SONIA";
"1990-09";"3M3";"15"
"1990-09";"ESTR";
"1990-09";"EURIBOR";
"1990-09";"3M4";"10.25"
"1990-10";"SARON";
"1990-10";"1TGT";"7.625"
"1990-10";"EG3M";
"1990-10";"3M0";"8.3125"
"1990-10";"SOFR";
"1990-10";"3M1";"8.0625"
"1990-10";"TONA";
"1990-10";"3M2";"8.25"
"1990-10";"SONIA";
"1990-10";"3M3";"13.6875"
"1990-10";"ESTR";
"1990-10";"EURIBOR";
"1990-10";"3M4";"9.9375"
"1990-11";"SARON";
"1990-11";"1TGT";"7.3125"
"1990-11";"EG3M";
"1990-11";"3M0";"8.9375"
"1990-11";"SOFR";
"1990-11";"3M1";"8.3125"
"1990-11";"TONA";
"1990-11";"3M2";"8.4375"
"1990-11";"SONIA";
"1990-11";"3M3";"13.625"
"1990-11";"ESTR";
"1990-11";"EURIBOR";
"1990-11";"3M4";"10.375"
"1990-12";"SARON";
"1990-12";"1TGT";"8.75"
"1990-12";"EG3M";
"1990-12";"3M0";"8.75"
"1990-12";"SOFR";
"1990-12";"3M1";"7.57813"
"1990-12";"TONA";
"1990-12";"3M2";"8.25"
"1990-12";"SONIA";
"1990-12";"3M3";"14.0625"
"1990-12";"ESTR";
"1990-12";"EURIBOR";
"1990-12";"3M4";"10.5625"
"1991-01";"SARON";
"1991-01";"1TGT";"7.625"
"1991-01";"EG3M";
"1991-01";"3M0";"8.125"
"1991-01";"SOFR";
"1991-01";"3M1";"7.0625"
"1991-01";"TONA";
"1991-01";"3M2";"8.25"
"1991-01";"SONIA";
"1991-01";"3M3";"14"
"1991-01";"ESTR";
"1991-01";"EURIBOR";
"1991-01";"3M4";"10.1875"
"1991-02";"SARON";
"1991-02";"1TGT";"8.1875"
"1991-02";"EG3M";
"1991-02";"3M0";"8.25"
"1991-02";"SOFR";
"1991-02";"3M1";"6.875"
"1991-02";"TONA";
"1991-02";"3M2";"8.1875"
"1991-02";"SONIA";
"1991-02";"3M3";"12.75"
"1991-02";"ESTR";
"1991-02";"EURIBOR";
"1991-02";"3M4";"9.5625"
"1991-03";"SARON";
"1991-03";"1TGT";"8.6875"
"1991-03";"EG3M";
"1991-03";"3M0";"8.625"
"1991-03";"SOFR";
"1991-03";"3M1";"6.375"
"1991-03";"TONA";
"1991-03";"3M2";"7.90625"
"1991-03";"SONIA";
"1991-03";"3M3";"12.5"
"1991-03";"ESTR";
"1991-03";"EURIBOR";
"1991-03";"3M4";"9.5625"
"1991-04";"SARON";
"1991-04";"1TGT";"8.4375"
"1991-04";"EG3M";
"1991-04";"3M0";"8.625"
"1991-04";"SOFR";
"1991-04";"3M1";"6.1875"
"1991-04";"TONA";
"1991-04";"3M2";"8.0625"
"1991-04";"SONIA";
"1991-04";"3M3";"11.8125"
"1991-04";"ESTR";
"1991-04";"EURIBOR";
"1991-04";"3M4";"9.625"
"1991-05";"SARON";
"1991-05";"1TGT";"7.375"
"1991-05";"EG3M";
"1991-05";"3M0";"8"
"1991-05";"SOFR";
"1991-05";"3M1";"6.0625"
"1991-05";"TONA";
"1991-05";"3M2";"7.75"
"1991-05";"SONIA";
"1991-05";"3M3";"11.39063"
"1991-05";"ESTR";
"1991-05";"EURIBOR";
"1991-05";"3M4";"9.9375"
"1991-06";"SARON";
"1991-06";"1TGT";"7.5"
"1991-06";"EG3M";
"1991-06";"3M0";"8"
"1991-06";"SOFR";
"1991-06";"3M1";"6.1875"
"1991-06";"TONA";
"1991-06";"3M2";"7.9375"
"1991-06";"SONIA";
"1991-06";"3M3";"11.375"
"1991-06";"ESTR";
"1991-06";"EURIBOR";
"1991-06";"3M4";"10.0625"
"1991-07";"SARON";
"1991-07";"1TGT";"7.5"
"1991-07";"EG3M";
"1991-07";"3M0";"7.9375"
"1991-07";"SOFR";
"1991-07";"3M1";"6.0625"
"1991-07";"TONA";
"1991-07";"3M2";"7.39063"
"1991-07";"SONIA";
"1991-07";"3M3";"11.1875"
"1991-07";"ESTR";
"1991-07";"EURIBOR";
"1991-07";"3M4";"10.10156"
"1991-08";"SARON";
"1991-08";"1TGT";"7.75"
"1991-08";"EG3M";
"1991-08";"3M0";"8.0625"
"1991-08";"SOFR";
"1991-08";"3M1";"5.6875"
"1991-08";"TONA";
"1991-08";"3M2";"7.25"
"1991-08";"SONIA";
"1991-08";"3M3";"10.875"
"1991-08";"ESTR";
"1991-08";"EURIBOR";
"1991-08";"3M4";"9.8125"
"1991-09";"SARON";
"1991-09";"1TGT";"8.3125"
"1991-09";"EG3M";
"1991-09";"3M0";"8.25"
"1991-09";"SOFR";
"1991-09";"3M1";"5.625"
"1991-09";"TONA";
"1991-09";"3M2";"6.625"
"1991-09";"SONIA";
"1991-09";"3M3";"10.375"
"1991-09";"ESTR";
"1991-09";"EURIBOR";
"1991-09";"3M4";"10"
"1991-10";"SARON";
"1991-10";"1TGT";"6.5"
"1991-10";"EG3M";
"1991-10";"3M0";"8.375"
"1991-10";"SOFR";
"1991-10";"3M1";"5.25"
"1991-10";"TONA";
"1991-10";"3M2";"6.25"
"1991-10";"SONIA";
"1991-10";"3M3";"10.5"
"1991-10";"ESTR";
"1991-10";"EURIBOR";
"1991-10";"3M4";"9.9375"
"1991-11";"SARON";
"1991-11";"1TGT";"7.0625"
"1991-11";"EG3M";
"1991-11";"3M0";"8.125"
"1991-11";"SOFR";
"1991-11";"3M1";"5"
"1991-11";"TONA";
"1991-11";"3M2";"6.125"
"1991-11";"SONIA";
"1991-11";"3M3";"10.6875"
"1991-11";"ESTR";
"1991-11";"EURIBOR";
"1991-11";"3M4";"10.34375"
"1991-12";"SARON";
"1991-12";"1TGT";"7.5625"
"1991-12";"EG3M";
"1991-12";"3M0";"8.1875"
"1991-12";"SOFR";
